time (s)	det(V)
2335.034563	0.086304	
2335.036044	0.100898	
2335.037763	0.085716	
2335.039242	0.120879	
2335.041031	0.080108	
2335.042518	0.094058	
2335.044294	0.082912	
2335.045783	0.091734	
2335.047550	0.084503	
2335.049041	0.075057	
2335.050790	0.084584	
2335.052287	0.060998	
2335.054051	0.071818	
2335.055569	0.100653	
2335.057313	0.068494	
2335.058841	0.092092	
2335.060557	0.084314	
2335.062099	0.041589	
2335.063811	0.074356	
2335.065361	0.088290	
2335.067046	0.088008	
2335.068620	0.043922	
2335.070306	0.080406	
2335.071869	0.093712	
2335.073556	0.067729	
2335.075154	0.063761	
2335.076784	0.071508	
2335.078402	0.083681	
2335.080041	0.073993	
2335.081652	0.059076	
2335.083261	0.100129	
2335.084916	0.074469	
2335.086518	0.105176	
2335.088186	0.040135	
2335.089770	0.068752	
2335.091461	0.066597	
2335.092934	0.100016	
2335.094513	0.074130	
2335.096017	0.048844	
2335.097651	0.089401	
2335.099145	0.052212	
2335.100762	0.095029	
2335.102295	0.048019	
2335.103871	0.069441	
2335.105413	0.076664	
2335.107025	0.078243	
2335.108615	0.138664	
2335.110215	0.049658	
2335.111822	0.090477	
2335.113381	0.074537	
2335.114988	0.076342	
2335.116647	0.095565	
2335.118282	0.051974	
2335.119881	0.091891	
2335.121543	0.072059	
2335.123132	0.107372	
2335.124812	0.043056	
2335.126400	0.068386	
2335.128080	0.053344	
2335.129654	0.103807	
2335.131360	0.055346	
2335.132906	0.088205	
2335.134613	0.054218	
2335.136161	0.096129	
2335.137883	0.068168	
2335.139409	0.097079	
2335.141146	0.061284	
2335.142652	0.060523	
2335.144428	0.053827	
2335.145906	0.087327	
2335.147694	0.068909	
2335.149180	0.108717	
2335.150956	0.080297	
2335.152431	0.104983	
2335.154203	0.089671	
2335.155687	0.081196	
2335.157439	0.086106	
2335.158960	0.071737	
2335.160724	0.076120	
2335.162235	0.069373	
2335.163960	0.063717	
2335.165476	0.091496	
2335.167195	0.078493	
2335.168741	0.059133	
2335.170234	0.050963	
2335.171892	0.082445	
2335.173379	0.054327	
2335.175010	0.050254	
2335.176534	0.070194	
2335.178188	0.136839	
2335.179661	0.090465	
2335.181367	0.054367	
2335.182846	0.088342	
2335.184548	0.073518	
2335.186036	0.097361	
2335.187772	0.060470	
2335.189250	0.089619	
2335.191026	0.061920	
2335.192511	0.085732	
2335.194296	0.079343	
2335.195778	0.104556	
2335.197554	0.062831	
2335.199039	0.062980	
2335.200827	0.064954	
2335.202328	0.035797	
2335.204086	0.043060	
2335.205587	0.102582	
2335.207336	0.063971	
2335.208862	0.062827	
2335.210593	0.069183	
2335.212129	0.099206	
2335.213841	0.061380	
2335.215391	0.062500	
2335.217091	0.065751	
2335.218641	0.123368	
