time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2334.665029	203.794525	2.169905	-0.079517	29
2336.751062	200.564117	2.111112	-0.078635	31
2338.848450	203.861557	2.107667	-0.100000	33
2340.941952	203.954025	2.039550	-0.089982	35
2343.032153	203.119858	2.010220	-0.099826	37
2345.118460	202.411163	1.955917	-0.096581	39
2347.208044	202.362991	1.875171	-0.058246	41
2349.305162	202.751465	1.816346	-0.045404	43
2351.399000	203.160812	1.803680	-0.069263	45
2353.489975	203.530334	1.776603	-0.079818	47
2355.580984	204.166153	1.712120	-0.062104	49
2357.665085	201.079697	1.642915	-0.049023	51
2359.759980	202.858902	1.666246	-0.074579	53
2361.843369	200.582001	1.601751	-0.063770	55
2363.933784	201.924759	1.562034	-0.061883	57
2366.028558	202.079758	1.505041	-0.068049	59
2368.125324	200.580948	1.507684	-0.054284	61
2370.211058	202.073364	1.412574	-0.082249	63
2372.295782	203.688232	1.424381	-0.053494	65
2374.391167	202.209122	1.412999	-0.032986	67
2376.486947	200.412201	1.369614	-0.039552	69
2378.581016	199.746201	1.295666	-0.065452	71
2380.665114	201.713928	1.231605	-0.081489	73
2382.746656	203.874237	1.238427	-0.051738	75
2384.851362	199.854263	1.210274	-0.047890	77
2386.929817	203.192886	1.156107	-0.055459	79
2389.029503	201.444733	1.118413	-0.052809	81
2391.125688	202.007263	1.092025	-0.048405	83
2393.215172	202.481201	1.066759	-0.047927	85
2395.295874	200.352066	1.040048	-0.053022	87
2397.386827	201.316437	0.967020	-0.036194	89
2399.483076	202.004486	0.988603	-0.058763	91
2401.571439	201.836655	0.901713	-0.027197	93
2403.655920	199.716614	0.924884	-0.057254	95
2405.763390	203.897598	0.864793	-0.035348	97
2407.831841	198.690460	0.846862	-0.042305	99
2409.942882	203.779465	0.818532	-0.038113	101
2412.019504	199.634720	0.805960	-0.043752	103
2414.111828	200.380890	0.755247	-0.035197	105
2416.209972	201.687714	0.739094	-0.036910	107
2418.305988	201.250763	0.721261	-0.036903	109
2420.390459	200.903854	0.702939	-0.034102	111
2422.463720	202.300323	0.677970	-0.030233	113
2424.567264	201.435623	0.636286	-0.037683	115
2426.675534	199.349472	0.639836	-0.027739	117
2428.732683	203.442459	0.610997	-0.028501	119
2430.857274	198.973083	0.578766	-0.033990	121
2432.923237	202.099548	0.583844	-0.019578	123
