time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4977.148512	21.226051	1.210471	-0.019114	203
4979.233676	21.230219	1.197405	-0.019030	205
4981.320085	21.235998	1.184838	-0.018411	207
4983.404246	21.091661	1.172763	-0.017979	209
4985.487777	20.952227	1.162380	-0.017670	211
4987.571484	20.834358	1.152196	-0.017082	213
4989.658182	20.852554	1.140137	-0.016612	215
4991.744528	20.769640	1.127078	-0.015881	217
4993.830715	20.834572	1.116389	-0.015874	219
4995.915744	20.893423	1.104645	-0.015303	221
4998.002542	20.904282	1.093509	-0.014762	223
5000.087223	20.978804	1.085579	-0.014550	225
5002.173707	20.948336	1.071473	-0.013464	227
5004.260090	20.976997	1.059534	-0.013373	229
5006.347519	21.030266	1.049021	-0.013224	231
5008.434913	20.988802	1.038782	-0.012565	233
5010.523662	20.989832	1.027257	-0.012548	235
5012.607879	20.914808	1.015777	-0.012272	237
5014.695845	20.854715	1.008727	-0.011551	239
5016.785944	20.866709	0.998169	-0.011217	241
5018.869431	20.856796	0.988715	-0.010982	243
5020.958800	20.904161	0.979626	-0.010511	245
5023.044784	20.939667	0.969782	-0.009998	247
5025.126027	20.949362	0.960484	-0.009595	249
5027.209458	20.883301	0.950015	-0.009031	251
5029.296350	20.865005	0.939785	-0.008777	253
5031.380883	20.769140	0.930318	-0.008583	255
5033.465996	20.676723	0.921378	-0.008246	1
5035.549876	20.589254	0.907034	-0.007553	3
5037.634694	20.615162	0.894078	-0.007206	5
5039.722003	20.681091	0.882129	-0.006701	7
5041.807941	20.752771	0.873131	-0.006145	9
5043.892166	20.725368	0.862759	-0.005947	11
5045.977760	20.836599	0.853111	-0.005745	13
5048.066322	20.812963	0.846759	-0.005019	15
5050.153393	20.871424	0.837030	-0.004917	17
5052.237303	20.858271	0.826068	-0.004720	19
5054.326284	20.810921	0.819456	-0.004018	21
5056.411575	20.770859	0.809040	-0.004023	23
5058.503730	20.734509	0.802049	-0.003503	25
5060.588375	20.713213	0.795285	-0.003312	27
5062.674607	20.739073	0.787099	-0.003062	29
5064.760541	20.700220	0.779203	-0.002706	31
5066.848644	20.720140	0.769436	-0.002309	33
5068.933033	20.787777	0.760608	-0.001944	35
5071.017169	20.791952	0.753386	-0.002111	37
5073.105319	20.716656	0.745081	-0.001510	39
5075.189516	20.700684	0.735980	-0.001208	41
5077.269505	20.598305	0.724608	-0.001480	43
5079.355056	20.580364	0.718475	-0.000800	45
5081.439963	20.594547	0.707592	-0.000555	47
5083.525493	20.570833	0.698353	-0.000396	49
5085.612731	20.589350	0.690675	-0.000142	51
5087.695190	20.662548	0.683054	-0.000020	53
5089.784203	20.649214	0.674048	0.000129	55
5091.872317	20.727262	0.668320	0.000359	57
5093.959652	20.751287	0.658227	0.000344	59
5096.042320	20.744053	0.652581	0.000696	61
5098.130160	20.724056	0.648042	0.001150	63
5100.216793	20.623857	0.640358	0.001086	65
5102.299018	20.609566	0.631457	0.000701	67
5104.391289	20.605391	0.625186	0.001397	69
5106.477822	20.570103	0.621547	0.001994	71
5108.564527	20.569757	0.614106	0.001799	73
