time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2897.913810	205.891235	2.209323	0.052015	43
2899.998124	208.871048	2.124423	0.017296	45
2902.083990	210.598969	2.145887	0.042765	47
2904.175424	209.801102	2.161581	0.068046	49
2906.268487	208.617523	2.151521	0.080285	51
2908.361363	207.136124	2.113961	0.072266	53
2910.452634	206.577744	2.032648	0.036689	55
2912.534903	210.230042	1.989491	0.026660	57
2914.625579	209.080124	2.048073	0.068588	59
2916.715451	209.523193	1.945534	0.039878	61
2918.811287	207.318619	1.945586	0.053219	63
2920.900335	208.511230	1.921651	0.054891	65
2922.990435	209.556793	1.894137	0.055284	67
2925.075010	209.027573	1.909165	0.046523	69
2927.160283	207.845459	1.826698	0.065503	71
2929.257356	210.497498	1.862644	0.041907	73
2931.341238	208.606491	1.762785	0.079385	75
2933.429483	207.952728	1.819672	0.038691	77
2935.525892	211.081070	1.732867	0.066950	79
2937.604453	206.944717	1.727556	0.061073	81
2939.705458	211.002930	1.702128	0.060105	83
2941.783479	208.027985	1.694357	0.057256	85
2943.875185	209.004837	1.636928	0.068009	87
2945.970040	209.363113	1.625418	0.064213	89
2948.060101	208.678879	1.607044	0.064023	91
2950.145880	209.070129	1.598375	0.068291	93
2952.228015	211.479507	1.569221	0.068462	95
2954.323507	208.998734	1.507942	0.056550	97
2956.414173	208.040283	1.539651	0.078425	99
2958.494169	211.716263	1.475435	0.060198	101
2960.595326	206.888458	1.474203	0.070931	103
2962.671912	212.188812	1.459139	0.073973	105
2964.768645	208.648941	1.405453	0.062599	107
2966.860532	208.071228	1.418390	0.076976	109
2968.940066	210.854263	1.393861	0.075402	111
2971.025476	211.036224	1.359287	0.072267	113
2973.112640	210.456696	1.335766	0.073025	115
2975.202514	209.842575	1.314152	0.074681	117
2977.298166	209.862320	1.283340	0.079340	119
2979.394939	210.773361	1.267812	0.079022	121
2981.479549	210.188492	1.278516	0.070809	123
2983.555803	208.687256	1.230856	0.078851	125
2985.658454	210.619019	1.197327	0.085172	127
2987.746892	210.558807	1.214146	0.073992	129
2989.822757	209.281845	1.181481	0.078090	131
2991.912971	209.802094	1.142076	0.083599	133
2994.011175	210.054626	1.130304	0.082552	135
2996.103077	209.642578	1.116709	0.081417	137
2998.192142	209.487823	1.105704	0.082509	139
3000.276261	209.886169	1.095742	0.085019	141
3002.354058	211.629898	1.073680	0.086246	143
3004.442404	211.820877	1.038778	0.080576	145
3006.543391	209.022552	1.016303	0.078452	147
3008.637787	208.463699	1.018900	0.086486	149
3010.711283	211.294281	1.007999	0.089027	151
3012.794733	212.403397	0.967647	0.083145	153
3014.891535	210.818237	0.945597	0.081587	155
3016.985893	209.681854	0.934077	0.083516	157
3019.080964	209.522568	0.920632	0.084899	159
3021.165201	209.947067	0.904753	0.085054	161
3023.250960	210.400040	0.890923	0.084330	163
3025.332730	210.505127	0.876887	0.083663	165
3027.411721	210.209244	0.854832	0.085066	167
3029.501424	210.243683	0.825058	0.089529	169
3031.610896	210.983307	0.811701	0.089728	171
3033.701798	210.850922	0.811264	0.085664	173
