crossing time (s)	slope (V/s)	crossing number
1562.722237	-39.976572	2643
1563.755733	-39.474113	2644
1564.783431	-37.937792	2645
1565.833295	-35.419950	2646
1566.910074	-34.436200	2647
1567.950238	-32.483885	2648
1568.994421	-30.211370	2649
1570.011002	-29.365850	2650
1571.102521	-28.231904	2651
1572.129141	-26.328728	2652
1573.183340	-25.855082	2653
1574.234116	-25.433071	2654
1575.238937	-23.558677	2655
1576.304298	-22.576153	2656
1577.362061	-21.264161	2657
1578.403281	-20.387773	2658
1579.452028	-19.190523	2659
1580.478579	-18.116305	2660
1581.538727	-17.661083	2661
1582.596287	-16.641162	2662
1583.645546	-15.046936	2663
1584.685662	-14.811327	2664
1585.744929	-14.018417	2665
1586.797459	-13.019107	2666
1587.829342	-12.963046	2667
1588.864076	-11.739116	2668
1589.919665	-10.440838	2669
1590.946478	-11.419226	2670
1592.016382	-9.649289	2671
1593.069428	-9.141386	2672
1594.076435	-8.712355	2673
1595.147971	-8.505788	2674
1596.182170	-6.766006	2675
1597.238282	-7.594571	2676
1598.295569	-7.075276	2677
1599.313256	-7.043860	2678
1600.397852	-5.277229	2679
1601.411874	-5.480594	2680
1602.490134	-5.362528	2681
1603.504233	-3.838689	2682
1604.568705	-4.065232	2683
1605.594843	-3.683026	2684
1606.672055	-3.803095	2685
1607.706908	-4.575774	2686
1608.767712	-3.634230	2687
1609.790733	-3.298647	2688
1610.863460	-3.156440	2689
1611.889713	-2.922389	2690
1612.945788	-2.581233	2691
1613.990947	-2.777277	2692
1615.025032	-2.048257	2693
1616.102471	-3.009389	2694
1617.134169	-1.229934	2695
1618.175398	-1.767347	2696
1619.265136	-1.811465	2697
1620.265421	-1.134973	2698
