time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1562.703115	214.756241	1.959865	-0.062632	83
1564.803525	213.104416	1.877093	-0.061341	85
1566.890924	214.292068	1.827169	-0.051964	87
1568.983866	214.284012	1.710765	-0.060705	89
1571.082253	212.925430	1.650005	-0.053145	91
1573.169624	214.221680	1.582251	-0.049076	93
1575.262100	214.185837	1.485245	-0.050790	95
1577.357993	213.651718	1.407860	-0.047590	97
1579.453404	213.626999	1.336454	-0.044473	99
1581.547027	213.738144	1.270568	-0.042379	101
1583.635967	213.395752	1.206377	-0.040810	103
1585.723235	212.593063	1.137213	-0.039192	105
1587.818869	213.007858	1.057960	-0.033615	107
1589.922062	214.620621	1.000878	-0.031571	109
1592.010265	213.648666	0.959749	-0.034516	111
1594.097433	212.120514	0.889619	-0.029934	113
1596.197507	213.303360	0.827734	-0.025342	115
1598.297979	214.233948	0.785863	-0.025404	117
1600.389042	213.769135	0.744692	-0.024125	119
1602.478848	213.238953	0.697915	-0.021629	121
1604.573265	213.102737	0.652716	-0.019504	123
1606.670239	213.014786	0.611047	-0.017987	125
1608.771920	212.744858	0.571498	-0.016664	127
1610.866874	212.502579	0.539844	-0.014569	129
1612.955621	213.092194	0.507910	-0.010929	131
1615.040510	214.231232	0.469061	-0.009175	133
1617.144950	213.558167	0.429251	-0.010951	135
1619.253914	212.155487	0.404155	-0.010403	137
