time (s)	det(V)
1860.702000	0.092608	
1860.703638	0.093434	
1860.705266	0.088314	
1860.706953	0.066017	
1860.708556	0.091170	
1860.710194	0.064096	
1860.711801	0.090139	
1860.713478	0.082424	
1860.715050	0.092056	
1860.716746	0.086864	
1860.718307	0.086199	
1860.720004	0.081691	
1860.721570	0.097233	
1860.723270	0.066319	
1860.724820	0.078501	
1860.726533	0.063350	
1860.728038	0.073232	
1860.729815	0.095718	
1860.731309	0.083125	
1860.733091	0.102014	
1860.734573	0.086255	
1860.736345	0.092221	
1860.737840	0.086449	
1860.739442	0.076958	
1860.740969	0.086481	
1860.742530	0.086138	
1860.744069	0.071048	
1860.745571	0.081889	
1860.747208	0.079975	
1860.748796	0.084282	
1860.750412	0.078489	
1860.751974	0.094489	
1860.753620	0.092612	
1860.755115	0.087887	
1860.756823	0.070078	
1860.758411	0.103682	
1860.760110	0.083653	
1860.761678	0.088451	
1860.763387	0.067544	
1860.764956	0.095702	
1860.766665	0.092979	
1860.768222	0.086211	
1860.769928	0.094143	
1860.771472	0.099625	
1860.773179	0.098183	
1860.774680	0.093015	
1860.776450	0.091025	
1860.777932	0.088954	
1860.779698	0.088000	
1860.781191	0.073860	
1860.782984	0.091955	
1860.784460	0.093676	
1860.786250	0.107489	
1860.787728	0.096838	
1860.789481	0.104919	
1860.790983	0.085055	
1860.792729	0.098534	
1860.794242	0.082360	
1860.795986	0.076221	
1860.797515	0.097869	
1860.799241	0.095899	
1860.800770	0.100069	
1860.802480	0.098493	
1860.804033	0.094034	
1860.805714	0.096169	
1860.807274	0.093998	
1860.808967	0.102433	
1860.810579	0.089361	
1860.812070	0.080712	
1860.813705	0.086743	
1860.815231	0.103384	
1860.816857	0.087859	
1860.818346	0.087339	
1860.819998	0.090791	
1860.821476	0.097204	
1860.823220	0.097289	
1860.824705	0.095875	
1860.826417	0.101563	
1860.827902	0.091778	
1860.829611	0.089176	
1860.831091	0.103070	
1860.832848	0.109539	
1860.834340	0.093422	
1860.836088	0.112810	
1860.837593	0.097611	
1860.839342	0.096842	
1860.840862	0.098304	
1860.842605	0.096084	
1860.844137	0.096028	
1860.845847	0.107509	
1860.847387	0.106820	
1860.849096	0.111811	
1860.850660	0.101281	
1860.852328	0.106498	
1860.853912	0.105438	
1860.855593	0.105535	
1860.857178	0.100939	
1860.858823	0.100479	
1860.860409	0.096358	
1860.862067	0.117141	
1860.863693	0.095823	
1860.865300	0.118764	
1860.866942	0.103271	
1860.868562	0.115146	
1860.870202	0.102731	
1860.871803	0.122413	
1860.873473	0.095827	
1860.875059	0.111525	
1860.876751	0.114067	
1860.878310	0.113003	
1860.880011	0.123344	
1860.881568	0.122289	
1860.883273	0.115872	
1860.884764	0.099754	
1860.886416	0.117471	
1860.887909	0.103593	
1860.889546	0.111235	
1860.891051	0.117596	
1860.892645	0.128790	
1860.894179	0.113285	
1860.895822	0.131107	
1860.897370	0.108274	
1860.898985	0.136517	
1860.900551	0.116303	
1860.902113	0.121632	
1860.903698	0.121406	
1860.905357	0.131683	
1860.906982	0.125491	
1860.908598	0.127050	
1860.910276	0.109523	
1860.911877	0.136460	
1860.913522	0.097515	
1860.915125	0.118563	
1860.916783	0.107102	
1860.918376	0.123686	
1860.920063	0.087077	
1860.921624	0.110885	
1860.923326	0.094715	
1860.924871	0.093341	
1860.926569	0.081937	
1860.928120	0.069796	
1860.929838	0.065397	
1860.931359	0.060692	
1860.933139	0.058488	
1860.934627	0.038359	
1860.936418	0.026358	
1860.937896	0.009983	
1860.939684	-0.004773	
1860.941167	-0.023931	
1860.942938	-0.044315	
1860.944424	-0.060944	
1860.946213	-0.090954	
1860.947686	-0.120695	
1860.949444	-0.121102	
1860.950945	-0.151790	
1860.952693	-0.192094	
1860.954222	-0.218789	
1860.955947	-0.257997	
1860.957475	-0.312379	
1860.959020	-0.343671	
1860.960638	-0.395584	
1860.962131	-0.431505	
1860.963806	-0.486717	
1860.965301	-0.555299	
1860.966953	-0.626403	
1860.968447	-0.683742	
1860.970158	-0.780337	
1860.971645	-0.835207	
1860.973378	-0.932418	
1860.974847	-1.016280	
1860.976556	-1.101495	
1860.978092	-1.187217	
1860.979820	-1.299076	
1860.981328	-1.359614	
1860.983086	-1.471202	
1860.984567	-1.526825	
1860.986339	-1.528267	
1860.987834	-1.528295	
1860.989597	-1.528311	
1860.991079	-1.528372	
1860.992853	-1.528311	
1860.994335	-1.528485	
1860.996080	-1.528420	
1860.997590	-1.528408	
1860.999316	-1.528432	
1861.000843	-1.528553	
1861.002562	-1.528392	
1861.004085	-1.528408	
1861.005796	-1.528291	
1861.007344	-1.528396	
