time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7386.714528	214.052399	1.718017	0.100000	153
7388.811123	211.476135	1.656929	0.100000	155
7390.895521	214.693268	1.608515	0.100000	157
7392.992911	212.575470	1.558194	0.100000	159
7395.086545	212.569077	1.526251	0.100000	161
7397.177429	213.219559	1.478561	0.100000	163
7399.267351	213.749756	1.439860	0.100000	165
7401.352671	213.362198	1.404739	0.100000	167
7403.445263	213.722275	1.332142	0.100000	169
7405.537097	213.811539	1.332000	0.100000	171
7407.628914	214.213760	1.249362	0.100000	173
7409.714932	213.291779	1.248706	0.100000	175
7411.814361	214.853806	1.182585	0.100000	177
7413.895759	213.203949	1.165385	0.100000	179
7415.994485	214.473648	1.109483	0.100000	181
7418.084294	214.388123	1.096779	0.100000	183
7420.167980	214.277725	1.050170	0.100000	185
7422.258967	214.696289	1.010224	0.100000	187
7424.350790	215.200104	0.976366	0.100000	189
7426.438343	215.395660	0.942420	0.100000	191
7428.537236	214.189331	0.906909	0.100000	193
7430.632025	213.474335	0.893714	0.100000	195
7432.713144	216.114655	0.862067	0.100000	197
7434.813385	213.785599	0.820285	0.100000	199
7436.899662	215.052185	0.813283	0.100000	201
7438.988216	216.186264	0.765214	0.100000	203
7441.089221	213.548035	0.747229	0.100000	205
7443.172990	215.257736	0.729191	0.100000	207
7445.256194	216.625183	0.695510	0.100000	209
7447.348612	216.344391	0.666648	0.100000	211
7449.439100	216.118484	0.644899	0.100000	213
7451.530034	215.849411	0.622647	0.100000	215
7453.624091	215.435883	0.597917	0.100000	217
7455.726483	215.773575	0.574681	0.100000	219
7457.820772	216.365692	0.564066	0.100000	221
7459.896173	216.136337	0.537259	0.100000	223
7461.995000	216.697968	0.504726	0.100000	225
7464.099549	217.236252	0.495750	0.100000	227
7466.183483	217.236816	0.481695	0.100000	229
7468.260021	217.745163	0.454482	0.100000	231
7470.352838	218.727768	0.430548	0.100000	233
7472.449560	219.239212	0.416283	0.100000	235
7474.547785	219.990326	0.399347	0.100000	237
7476.632471	221.720383	0.379150	0.100000	239
7478.727178	222.738708	0.359508	0.100000	241
7480.834994	220.651352	0.347691	0.090735	243
7482.724891	144.545929	0.097667	0.100000	245
7483.789071	331.537109	0.100772	0.100000	247
7484.839174	152.856110	0.112203	0.100000	249
7486.375891	38.676315	0.321407	0.079547	251
