time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10432.325625	30.113440	1.164861	0.100000	135
10434.407916	29.726364	1.171983	0.089201	137
10436.488712	22.566393	1.211070	0.100000	139
10438.572239	29.976835	1.163297	0.086546	141
10440.656448	202.726669	0.987078	-0.100000	143
10442.736991	17.371210	1.178925	0.100000	145
10444.822951	30.631308	1.143142	0.100000	147
10446.901481	30.136312	1.145264	0.081491	149
10448.985789	29.744314	1.135905	0.100000	151
10451.071296	30.257530	1.132343	0.100000	153
10453.153262	30.034893	1.133806	0.077490	155
10455.234949	30.706579	1.120672	0.100000	157
10457.320234	44.550644	1.163112	0.100000	159
10459.401463	30.250771	1.119980	0.073721	161
10461.485320	210.364563	-1.106485	-0.100000	163
10463.566992	15.583239	1.184343	0.100000	165
10465.652581	33.208237	1.091739	0.100000	167
10467.732587	31.307066	1.100221	0.100000	169
10469.818017	30.319319	1.102875	0.067694	171
10471.900071	30.372169	1.099851	0.066392	173
10473.983323	30.448368	1.094220	0.065306	175
10476.064915	30.523687	1.089912	0.063624	177
10478.147015	32.115265	1.056195	0.100000	179
10480.228272	30.552990	1.081537	0.061159	181
10482.313215	210.741943	-1.075114	-0.100000	183
10484.394260	41.070457	0.663514	0.100000	185
10486.477689	30.758127	0.983855	0.100000	187
10488.560056	210.703918	-1.061170	-0.055918	189
10490.640869	210.792175	-1.054907	-0.054940	191
10492.721353	211.194366	-0.980471	-0.100000	193
10494.805807	206.558472	-1.041286	-0.100000	195
10496.887373	39.982880	0.993271	0.100000	197
10498.969467	209.040985	-1.035630	-0.100000	199
10501.054421	213.273178	-1.029095	-0.100000	201
10503.135015	38.259087	0.897047	0.100000	203
10505.217109	209.540756	-0.896360	-0.100000	205
10507.299226	209.487305	-1.020210	-0.100000	207
10509.383081	30.647343	0.935544	0.100000	209
10511.464990	211.028122	-1.022553	-0.100000	211
10513.550683	213.732742	-1.011397	-0.100000	213
10515.631102	210.930649	-1.008573	-0.040038	215
10517.714326	210.963608	-1.002218	-0.038761	217
10519.794007	211.028000	-0.998631	-0.037391	219
10521.877853	211.087189	-0.993558	-0.036351	221
10523.960900	210.998993	-0.994031	-0.035345	223
10526.041059	210.912125	-0.987528	-0.033932	225
10528.129286	211.000748	-0.981890	-0.032962	227
10530.211239	210.935699	-0.981007	-0.031804	229
10532.293518	210.895432	-0.976930	-0.030772	231
10534.375543	210.862305	-0.974120	-0.029641	233
10536.457677	210.847641	-0.970682	-0.028218	235
10538.543397	210.829895	-0.965486	-0.027022	237
10540.623764	210.849731	-0.961729	-0.025999	239
10542.705125	210.849060	-0.958150	-0.024359	241
10544.789935	210.951889	-0.954272	-0.023915	243
10546.872274	210.897552	-0.954279	-0.023366	245
10548.952428	210.938477	-0.945531	-0.021624	247
10551.034930	210.961426	-0.941983	-0.020597	249
10553.117537	210.934723	-0.940013	-0.019828	251
10555.200253	210.883621	-0.935638	-0.018701	253
10557.283409	210.894867	-0.931202	-0.017093	255
10559.365018	210.962769	-0.927008	-0.016377	1
10561.449024	210.993942	-0.923996	-0.015132	3
10563.531284	210.914398	-0.921051	-0.013945	5
10565.610392	210.964569	-0.915341	-0.012986	7
10567.693123	210.881958	-0.913909	-0.011936	9
10569.776002	210.884415	-0.909528	-0.010797	11
10571.857964	210.863724	-0.904925	-0.009772	13
10573.939754	210.903046	-0.899455	-0.008876	15
10576.022281	210.887543	-0.896686	-0.007963	17
10578.104965	210.902344	-0.892420	-0.006995	19
10580.187340	210.930939	-0.886887	-0.005667	21
10582.269174	210.893356	-0.886204	-0.005199	23
10584.352373	210.921402	-0.882460	-0.003599	25
10586.433878	210.854706	-0.877904	-0.002677	27
10588.518687	210.822189	-0.872248	-0.001556	29
10590.600869	210.843613	-0.867278	-0.000522	31
10592.680948	210.860306	-0.862903	0.000296	33
10594.763426	210.819275	-0.861014	0.001628	35
10596.848052	210.770218	-0.856239	0.002582	37
10598.929294	210.752014	-0.852621	0.003397	39
10601.012620	210.725372	-0.850698	0.004081	41
10603.090735	210.732773	-0.846602	0.005442	43
10605.176948	210.644165	-0.845746	0.006004	45
10607.259366	210.593979	-0.842294	0.007355	47
10609.340531	210.584229	-0.838052	0.008457	49
