time (s)	magX	magY	magZ
2022.135936	-346.417297	-134.450043	-437.743408
2022.139264	-347.644653	-133.105789	-454.809479
2022.142613	-348.579773	-131.527771	-471.700165
2022.145927	-348.988892	-129.131500	-489.993591
2022.149267	-349.047302	-126.969040	-507.468719
2022.152595	-347.761536	-124.455872	-525.411438
2022.155934	-346.125061	-121.533615	-543.880188
2022.159266	-343.144348	-116.916428	-562.524231
2022.162596	-341.098816	-112.883698	-580.700806
2022.165932	-337.884277	-108.208069	-599.344849
2022.169256	-332.974854	-103.357101	-618.514893
2022.172597	-327.714783	-97.687897	-636.632935
2022.176803	-314.038574	-83.777908	-672.518433
2022.180150	-306.616028	-76.413788	-689.233765
2022.183444	-297.264771	-68.991241	-706.182983
2022.186371	-287.270569	-61.276447	-721.729370
2022.189688	-276.691956	-51.983631	-737.801880
2022.193014	-265.821167	-43.099941	-753.114624
2022.195928	-252.904739	-33.690239	-766.323242
2022.199264	-239.754532	-24.338982	-778.772095
2022.202594	-225.084763	-14.812393	-790.578003
2022.205923	-210.414963	-4.642899	-801.331909
2022.209259	-195.394516	5.701929	-810.916992
2022.212587	-178.971359	16.046757	-819.508423
2022.215928	-162.898895	26.274693	-826.989502
2022.219316	-145.657516	37.905319	-833.184692
2022.222631	-127.656342	48.074810	-839.029297
2022.225927	-108.836929	58.478081	-842.419067
2022.229271	-89.842194	68.472237	-844.464600
2022.232590	-71.256577	78.641724	-845.808960
2022.235923	-51.794281	88.635880	-845.867310
2022.239254	-32.331970	98.454712	-844.873779
2022.242595	-13.220337	107.747513	-842.243774
2022.245920	6.709526	116.923431	-838.444824
2022.250132	44.815895	134.047928	-827.807739
2022.253463	63.401520	141.938049	-819.800659
2022.256792	83.097603	150.471069	-810.566406
2022.259701	100.748100	157.484512	-801.448853
2022.263036	117.755692	164.556396	-790.344238
2022.266374	135.172424	171.394501	-778.772095
2022.269260	151.887787	177.297485	-767.258301
2022.272600	167.726471	183.258911	-753.640625
2022.275916	182.571594	188.869659	-739.262939
2022.279252	197.592056	193.837524	-723.950317
2022.282583	211.092926	197.811798	-708.929810
2022.285919	223.541779	201.610748	-692.272949
2022.289249	235.172409	205.409698	-675.440674
2022.292587	246.218582	209.383987	-657.731689
2022.295917	257.206299	212.481583	-640.841064
2022.299253	266.323792	214.527176	-622.255371
2022.302588	274.856812	216.280533	-604.721802
2022.305915	282.220917	218.501450	-585.551758
2022.309270	289.701935	219.904144	-567.725952
2022.312582	294.552917	220.605484	-549.081787
2022.315927	299.637634	221.306824	-530.145508
2022.319249	304.079468	221.657501	-496.481018
2022.323507	310.976013	220.254822	-475.382263
2022.326839	313.255402	219.553482	-457.147278
2022.330097	314.424316	218.676788	-440.490356
2022.333000	315.827026	217.215668	-423.307404
2022.336326	316.002350	215.871414	-406.358276
2022.339250	316.060791	213.825821	-390.227356
2022.342579	315.476318	211.546463	-375.265320
2022.345911	314.424316	209.033310	-359.368195
2022.349241	313.372314	205.760361	-344.756866
2022.352613	311.852722	203.597900	-330.262421
2022.355915	309.924011	200.266510	-316.060211
2022.359249	307.294006	197.227356	-303.377563
2022.362573	304.839294	193.837524	-290.344238
2022.365915	302.209229	190.739914	-277.369385
2022.369244	299.053192	187.350082	-266.323212
2022.372576	295.488037	183.551132	-254.283463
2022.375912	292.624207	180.102859	-242.535950
2022.379242	288.474579	176.888367	-231.665100
2022.382579	284.091156	172.797180	-221.787842
2022.385907	279.883118	169.816483	-211.443024
2022.389239	276.025726	165.666855	-202.150208
2022.393425	267.668030	158.594971	-183.856812
2022.396782	263.343079	154.971359	-174.505554
2022.400116	258.375214	151.523087	-167.959686
2022.403005	254.225601	147.490356	-159.601990
2022.406337	249.783752	144.509644	-152.880768
2022.409677	245.341904	141.470490	-144.932205
2022.412571	240.841614	137.671539	-138.620102
2022.415909	236.224426	134.807709	-132.191116
2022.419240	231.665695	131.184097	-125.820572
2022.422593	226.990067	128.086502	-119.566925
2022.425907	222.840439	125.281128	-114.482178
2022.429235	218.749268	122.300415	-108.754532
2022.432577	213.547638	119.436584	-103.436005
2022.435910	209.631790	116.338989	-98.935715
2022.439260	205.365295	113.299820	-94.552307
2022.442568	201.858551	111.020462	-89.642899
2022.445900	197.241379	108.098190	-83.798370
2022.449236	193.033310	105.526596	-80.116310
2022.452567	189.175919	103.481003	-76.843369
2022.455899	185.493866	101.026306	-72.869087
2022.459237	180.876678	99.156052	-67.375221
2022.462569	177.077728	96.526001	-64.043839
2022.466769	170.122742	92.142609	-58.199303
2022.470160	166.323792	89.804794	-54.867916
2022.473492	163.109283	88.168320	-52.237877
2022.476346	159.368790	85.772064	-48.555817
2022.479663	155.920502	83.784927	-46.159557
2022.483031	152.939804	81.797775	-43.061954
2022.485896	149.608414	80.628868	-42.068382
2022.489245	146.919922	78.524841	-39.321453
2022.492567	143.413208	77.180595	-36.282295
2022.495894	141.075394	75.018112	-34.938049
2022.499231	138.094681	74.024551	-33.418472
2022.502564	135.347748	71.394508	-31.080658
2022.505900	132.308594	70.050262	-29.794861
2022.509227	130.146118	68.822906	-28.275280
