time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2021.199379	208.690063	1.724387	-0.076098	251
2023.292282	208.311157	1.676224	-0.076056	253
2025.384232	207.361206	1.629522	-0.074776	255
2027.471591	207.584229	1.595605	-0.068444	1
2029.560168	208.099487	1.509896	-0.076592	3
2031.660027	205.925171	1.490357	-0.063391	5
2033.742684	208.413193	1.406367	-0.077813	7
2035.840697	206.658401	1.398885	-0.052738	9
2037.931782	207.096588	1.297548	-0.078646	11
2040.020185	207.539169	1.299928	-0.051338	13
2042.115024	207.092239	1.207731	-0.069425	15
2044.209552	206.335999	1.193602	-0.055658	17
2046.291377	207.545746	1.140706	-0.056775	19
2048.382904	206.997818	1.086058	-0.056271	21
2050.475469	206.387970	1.044311	-0.054508	23
2052.563666	205.766891	0.999087	-0.052780	25
2054.664512	206.853439	0.944992	-0.046645	27
2056.764777	208.706772	0.923996	-0.048224	29
2058.842256	205.056717	0.890120	-0.051772	31
2060.943082	207.392090	0.823166	-0.036595	33
2063.033047	207.177628	0.824328	-0.050326	35
2065.116923	204.928360	0.760635	-0.038426	37
2067.224674	208.410324	0.732176	-0.037210	39
2069.312188	206.924850	0.717431	-0.040248	41
2071.391386	205.494507	0.678085	-0.036606	43
2073.478024	205.725601	0.640413	-0.033898	45
2075.572755	206.185135	0.612423	-0.031993	47
2077.672982	206.751251	0.583862	-0.029635	49
2079.764188	206.743134	0.553877	-0.029428	51
2081.872789	205.560181	0.530832	-0.029587	53
2083.973162	205.387802	0.522312	-0.023610	55
2086.043795	207.982086	0.491710	-0.020381	57
2088.151174	206.291214	0.451890	-0.026530	59
2090.256894	204.551651	0.446313	-0.021863	61
2092.339219	206.376480	0.429628	-0.017432	63
2094.418017	207.042877	0.394977	-0.017778	65
2096.515603	206.246674	0.371827	-0.018076	67
2098.614888	205.816589	0.358928	-0.016816	69
2100.722088	212.865417	0.262434	-0.030347	71
