crossing time (s)	slope (V/s)	crossing number
3318.432252	47.207758	2055
3319.488539	49.494284	2056
3320.505449	49.410427	2057
3321.566289	45.696547	2058
3322.613925	46.225742	2059
3323.669031	43.945924	2060
3324.695204	45.302104	2061
3325.739981	42.629818	2062
3326.790641	41.576786	2063
3327.834911	43.284321	2064
3328.872665	40.775474	2065
3329.916525	40.668825	2066
3330.954813	38.961229	2067
3331.999809	38.867666	2068
3333.042298	39.440265	2069
3334.100301	37.475326	2070
3335.141747	36.389844	2071
3336.177239	35.469534	2072
3337.226378	36.037731	2073
3338.269579	34.826000	2074
3339.304993	34.977144	2075
3340.364576	32.763116	2076
3341.397092	33.169782	2077
3342.450387	31.987363	2078
3343.488201	31.177150	2079
3344.529722	31.278048	2080
3345.578194	30.286062	2081
3346.630953	29.223106	2082
3347.660859	28.127916	2083
3348.704060	27.821250	2084
3349.745806	27.734201	2085
3350.783011	26.728172	2086
3351.829161	26.130244	2087
3352.876311	25.179640	2088
3353.922026	25.101576	2089
3354.968553	24.461576	2090
3356.005813	23.737926	2091
3357.068658	23.406037	2092
3358.089657	23.310873	2093
3359.148903	21.702300	2094
3360.187718	21.183992	2095
3361.235008	20.819494	2096
3362.272256	20.356594	2097
3363.320803	20.086054	2098
3364.354876	19.742020	2099
3365.413495	18.205808	2100
3366.435506	18.992519	2101
3367.507514	17.856940	2102
3368.530251	17.293508	2103
3369.583515	17.194574	2104
3370.618602	16.336812	2105
3371.673268	15.259669	2106
3372.719154	15.921944	2107
3373.766478	15.190389	2108
3374.778761	15.256407	2109
3375.852979	14.457652	2110
3376.894997	13.858029	2111
3377.930312	13.029985	2112
3378.963913	13.390447	2113
3380.031345	12.960270	2114
3381.054164	12.520480	2115
3382.104647	12.119780	2116
3383.139978	11.999710	2117
3384.209298	11.807314	2118
3385.229447	10.683987	2119
3386.278393	11.036469	2120
3387.314814	11.119683	2121
3388.380950	10.168948	2122
3389.404655	9.820179	2123
3390.444833	9.772123	2124
3391.505481	9.099180	2125
3392.548185	8.757640	2126
3393.568901	8.923487	2127
3394.638795	7.717454	2128
3395.684937	7.938451	2129
3396.711903	8.062616	2130
3397.739888	8.192887	2131
3398.833361	7.671997	2132
3399.847354	7.465067	2133
3400.895740	7.021776	2134
3401.931558	6.830435	2135
3402.986983	5.998792	2136
3404.015691	6.719215	2137
3405.079794	6.142408	2138
3406.098922	5.530632	2139
3407.182355	5.625832	2140
3408.187888	5.416043	2141
