time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3318.430131	82.293198	2.049247	0.100000	7
3320.518544	83.474442	2.032389	0.067153	9
3322.611504	56.724564	1.921796	0.100000	11
3324.693567	84.246620	1.963560	0.062370	13
3326.785152	72.455833	1.917946	0.100000	15
3328.874203	81.595154	1.889104	0.053980	17
3330.955014	85.702637	1.886234	0.075157	19
3333.049513	60.230377	1.753054	0.100000	21
3335.138313	81.500374	1.778273	0.052396	23
3337.218695	85.545532	1.753578	0.060913	25
3339.309522	62.324757	1.620015	0.100000	27
3341.402435	81.204460	1.680830	0.057414	29
3343.480960	85.923508	1.643851	0.059612	31
3345.575453	81.452232	1.645979	0.100000	33
3347.659570	84.022316	1.550331	0.050105	35
3349.748519	82.434875	1.570557	0.100000	37
3351.831969	85.179054	1.482259	0.056524	39
3353.928317	81.758553	1.475884	0.063335	41
3356.007024	84.870872	1.445235	0.066391	43
3358.091049	85.523315	1.390447	0.061417	45
3360.182127	84.859497	1.353568	0.060309	47
3362.270966	84.396805	1.321923	0.059486	49
3364.357019	97.037910	1.165564	0.100000	51
3366.440579	83.984764	1.257122	0.055711	53
3368.526954	83.333603	1.212575	0.056302	55
3370.623273	83.674538	1.168401	0.100000	57
3372.713685	85.292503	1.168791	0.050316	59
3374.786573	82.447151	1.121935	0.049889	61
3376.889065	85.804321	1.076218	0.059239	63
3378.965103	83.059654	1.080127	0.039130	65
3381.058467	263.316711	-0.944692	-0.100000	67
3383.141650	263.665436	-1.025460	-0.034851	69
3385.231367	264.719452	-0.945390	-0.060561	71
3387.317272	264.055725	-0.966953	-0.032934	73
3389.403167	264.054443	-0.889373	-0.056724	75
3391.497075	265.117798	-0.907566	-0.034712	77
3393.570477	262.665619	-0.844262	-0.047362	79
3395.677542	266.120575	-0.833862	-0.043660	81
3397.746058	263.276489	-0.818902	-0.034270	83
3399.834767	263.454224	-0.767570	-0.042773	85
3401.937470	265.280182	-0.753800	-0.040303	87
3404.022888	264.829559	-0.741439	-0.036232	89
3406.101141	264.401520	-0.714515	-0.035226	91
3408.182698	264.395020	-0.693959	-0.036092	93
