time (s)	magX	magY	magZ
3201.484671	83.097603	26.157803	-3.903572
3201.487988	83.974281	26.391584	-4.254242
3201.491318	85.201637	26.917591	-5.247810
3201.494655	87.013443	27.092928	-6.592056
3201.497984	88.007011	27.735826	-6.124493
3201.501321	89.292809	27.911163	-7.176510
3201.504650	91.455292	27.911163	-7.877853
3201.507982	92.273521	29.138515	-8.462307
3201.511319	94.669785	29.606079	-8.871422
3201.514671	95.897133	30.132086	-9.864994
3201.518857	99.696083	31.242548	-11.384575
3201.522235	101.858566	32.236118	-11.676796
3201.525574	103.670364	32.645237	-13.137932
3201.528447	105.540619	33.054352	-14.131508
3201.531749	108.229103	33.463470	-15.066631
3201.535076	110.508476	34.223263	-16.118649
3201.537983	112.028053	34.924606	-17.053776
3201.541310	114.541199	35.567505	-18.339573
3201.544645	117.171242	36.327293	-20.034485
3201.547983	119.567505	36.970192	-20.852722
3201.551316	122.255981	36.970192	-22.898308
3201.554650	124.827591	38.197548	-25.002338
3201.558004	127.808296	38.840446	-26.638813
3201.561312	130.263000	39.308006	-27.983055
3201.564650	133.419052	41.002922	-29.035072
3201.567977	136.575104	41.528931	-30.846874
3201.571314	139.555817	41.938049	-33.535362
3201.574640	142.828766	42.522499	-35.931625
3201.577971	146.101685	43.925190	-38.912334
3201.581312	148.848633	44.217415	-40.315025
3201.584651	152.472229	45.152542	-42.068382
3201.587974	155.569839	45.094097	-45.049095
3201.592260	162.583282	46.496788	-50.484512
3201.595496	165.388672	47.139687	-53.699009
3201.598816	169.655167	48.250145	-56.621277
3201.601762	173.161896	48.483929	-59.543545
3201.605069	176.843964	49.243717	-62.290478
3201.608392	180.993561	49.594391	-65.563416
3201.611308	184.675629	49.594391	-70.239044
3201.614637	188.825256	50.529514	-73.979546
3201.617976	192.799530	50.880188	-77.369377
3201.621306	196.890717	51.289307	-81.051437
3201.624638	201.274109	51.347748	-85.551727
3201.627969	205.189941	51.990646	-90.168907
3201.631303	209.281128	52.224430	-94.376976
3201.634639	213.781418	52.516655	-99.578613
3201.637972	218.632370	52.691994	-104.137344
3201.641302	223.541779	52.808884	-110.040329
3201.644654	227.632965	52.867329	-115.592636
3201.647976	231.782578	52.750435	-122.313858
3201.651305	236.282867	52.867329	-128.801285
3201.654639	241.893631	53.393337	-135.464050
3201.657969	245.809479	53.568672	-142.711288
3201.661300	251.303329	53.685562	-149.666290
3201.665488	261.063721	53.685562	-166.206314
3201.668840	265.096436	53.276447	-174.447113
3201.672166	270.005859	53.276447	-183.447693
3201.675082	275.149048	53.276447	-193.383408
3201.678416	279.240204	52.633545	-202.968445
3201.681778	283.740479	52.341320	-213.663940
3201.684642	287.656311	51.406197	-224.593216
3201.687984	291.630615	50.295734	-235.873169
3201.691302	296.130920	49.477501	-247.153122
3201.694630	299.579193	48.483929	-258.725311
3201.697966	303.845703	47.431911	-270.998840
3201.701303	307.294006	45.970779	-283.681488
3201.704625	309.865570	43.516071	-296.013428
3201.707965	312.378723	41.645821	-308.754517
3201.711301	315.125671	39.834015	-322.898315
3201.714629	317.229706	37.379311	-336.632965
3201.717961	318.749268	34.515488	-350.835175
3201.721298	320.210388	31.710112	-365.680298
3201.724666	321.554626	27.092928	-379.590302
3201.727969	321.788452	24.112215	-394.727661
3201.731299	321.262390	20.605494	-408.988312
3201.734625	320.444183	15.696084	-423.716553
3201.738833	317.814148	6.812389	-453.523682
3201.742221	316.294556	1.610754	-468.953247
3201.745559	312.904724	-3.766216	-483.389252
3201.748389	308.813538	-9.026299	-497.942139
3201.751717	305.014587	-15.279953	-512.553467
3201.755055	300.105194	-21.592049	-527.515503
3201.757961	294.552917	-27.495033	-540.782593
3201.761296	288.942139	-34.274693	-556.212158
3201.764622	281.519592	-41.405025	-570.122192
3201.767961	274.564575	-48.184689	-583.097046
3201.771293	265.505554	-55.607250	-595.545898
3201.774651	256.797180	-62.737583	-608.403809
3201.777956	246.160141	-70.160141	-620.911133
3201.781290	235.873764	-78.050262	-632.132690
3201.784625	224.652252	-86.115723	-643.237305
3201.787954	212.437164	-93.713623	-653.640625
3201.791287	199.871414	-102.597321	-662.699585
3201.794625	186.195206	-110.487442	-672.810669
3201.797954	172.402100	-118.611343	-679.590332
3201.801283	158.608994	-126.501465	-686.603760
3201.804615	143.062531	-134.040909	-692.214478
3201.807959	127.457626	-142.164825	-697.591431
3201.812177	94.494446	-157.009949	-705.189331
3201.815460	78.889542	-164.198715	-706.416748
3201.818825	61.122150	-171.270599	-706.650513
3201.821716	44.114552	-178.167145	-706.124512
3201.825037	27.632965	-184.537689	-704.254272
3201.828376	10.742252	-191.668030	-700.630615
3201.831282	-5.680885	-197.045013	-696.305664
3201.834623	-22.220924	-202.947998	-690.753418
3201.837955	-38.059616	-208.324951	-684.149048
3201.841288	-53.898308	-212.825241	-676.609619
3201.844611	-69.269424	-217.617767	-668.485718
3201.847969	-83.179428	-221.884293	-658.433105
3201.851288	-97.498535	-225.274109	-647.445312
3201.854619	-110.940964	-227.962601	-636.399170
3201.857950	-123.565170	-231.118652	-624.885376
3201.861317	-135.312683	-233.982452	-611.735229
3201.864623	-146.358841	-236.437164	-598.818848
3201.867945	-156.820587	-237.722961	-585.785522
3201.871282	-166.697830	-239.768585	-571.407959
3201.874644	-175.347763	-240.469910	-556.913452
3201.877944	-183.588547	-241.405029	-542.419067
3201.882152	-197.673874	-241.580353	-513.371704
3201.885499	-203.869095	-241.580353	-499.052582
3201.888889	-210.181198	-240.586792	-484.382843
3201.891727	-214.856827	-239.710114	-469.187042
3201.895059	-219.240219	-238.833435	-453.757446
3201.898422	-223.097610	-236.963196	-439.263000
3201.901280	-226.078323	-235.034485	-424.768555
3201.904610	-229.117477	-233.222656	-410.507904
3201.907945	-230.520157	-230.767975	-396.130341
3201.911275	-233.559311	-227.728821	-382.863220
3201.914614	-235.020432	-225.624786	-368.427246
3201.917947	-235.897141	-222.118057	-354.926361
3201.921276	-236.014023	-219.429581	-341.659271
3201.924610	-236.423141	-215.805954	-328.450592
3201.927941	-236.656937	-212.533020	-316.293976
3201.931318	-236.656937	-209.493866	-303.903564
3201.934611	-235.604904	-205.636475	-292.798950
3201.937951	-234.728256	-201.837540	-280.408539
3201.941271	-234.202225	-198.272369	-268.777924
3201.944611	-232.448868	-194.648743	-258.199310
3201.947939	-231.046188	-190.090012	-247.562256
3201.951270	-229.059036	-186.641739	-236.340729
3201.955546	-224.266495	-178.342499	-216.878433
3201.958871	-222.746933	-174.426651	-207.644073
3201.962128	-219.357101	-170.335480	-198.175934
3201.965029	-216.902390	-166.127411	-189.409119
3201.968366	-213.863235	-162.620697	-180.583862
3201.971696	-210.765610	-158.412628	-171.992401
3201.974639	-207.784927	-154.847458	-164.160736
3201.977937	-204.511978	-150.697845	-157.147278
3201.981268	-201.180588	-147.483337	-149.958496
3201.984607	-198.199905	-143.918182	-142.828186
3201.987936	-195.219162	-140.002335	-136.223846
3201.991269	-192.004684	-136.846298	-131.255997
3201.994604	-188.147293	-133.398010	-124.710114
3201.997933	-184.699005	-130.709534	-118.865578
3202.001267	-181.426071	-127.728821	-114.014618
3202.004607	-178.503799	-124.806549	-108.988312
3202.007995	-175.289291	-121.767395	-103.260666
3202.011296	-172.600815	-118.728241	-99.870834
3202.014601	-169.327881	-115.981293	-95.955002
3202.017972	-166.230270	-113.351257	-91.396263
3202.021270	-163.424896	-111.013443	-87.480423
3202.024612	-160.327286	-108.149612	-83.623032
3202.028792	-155.125671	-104.292236	-77.194038
3202.032113	-151.852722	-101.895966	-74.213326
3202.035462	-148.930450	-99.324371	-70.823502
3202.038354	-146.475739	-96.635880	-67.725891
3202.041725	-144.254822	-94.824081	-63.985390
3202.045048	-141.975449	-93.129166	-62.056694
3202.047929	-138.527176	-90.440674	-59.894218
3202.051266	-136.247803	-88.862656	-56.679722
3202.054620	-133.851547	-86.817062	-55.101700
3202.057967	-131.513733	-85.355927	-52.588547
3202.061296	-128.942139	-83.076569	-50.718296
3202.064591	-126.545883	-81.147858	-47.620693
3202.067939	-124.441849	-80.154297	-45.867332
3202.071261	-121.870255	-77.816483	-43.471073
3202.074591	-120.175339	-75.887787	-41.893047
3202.077924	-118.129761	-74.660431	-40.373466
3202.081266	-115.850372	-73.023972	-38.269436
3202.084598	-113.687912	-71.329041	-37.042084
3202.087926	-111.350082	-69.692581	-35.464058
3202.091263	-109.479828	-68.523666	-33.769142
3202.094588	-107.843369	-67.120987	-31.723557
3202.097925	-106.499130	-64.724716	-30.320869
3202.102132	-102.466385	-62.679134	-28.684399
3202.105571	-100.596146	-60.925770	-26.638813
3202.108876	-99.427231	-60.341320	-24.943893
3202.111720	-97.381653	-59.055523	-23.950325
3202.115042	-95.160721	-57.711285	-23.599651
3202.118349	-94.050262	-56.600819	-22.255409
3202.121255	-92.063110	-55.139690	-21.261837
3202.124596	-91.186447	-54.321453	-19.800705
3202.127926	-89.842194	-52.860317	-18.748688
3202.131255	-88.673294	-51.749851	-17.755119
3202.134588	-86.978378	-50.697834	-17.112217
3202.137919	-85.926361	-50.464054	-16.469322
3202.141251	-84.699005	-49.821156	-16.644653
3202.144586	-83.354752	-48.827587	-15.651085
3202.147918	-82.419632	-47.717129	-14.657513
3202.151248	-81.133835	-47.249561	-14.131508
3202.154598	-79.438919	-46.197552	-13.780834
3202.157918	-78.854477	-45.671535	-12.904152
3202.161251	-78.211563	-45.554646	-12.261250
3202.164583	-77.159561	-43.918179	-11.852135
3202.167919	-75.698425	-43.918179	-11.676796
3202.172199	-74.120407	-42.690823	-10.566338
3202.175445	-73.360611	-42.398602	-10.800121
3202.178772	-72.191696	-41.463474	-10.157219
3202.181671	-71.665695	-41.229694	-10.274109
3202.185002	-71.256577	-40.411457	-9.572765
3202.188343	-70.905899	-40.353008	-9.280540
3202.191281	-69.795441	-39.593220	-7.468735
3202.194587	-68.509644	-39.359440	-8.053188
3202.197915	-68.334305	-38.950321	-7.527184
3202.201249	-67.983643	-38.248974	-7.176510
3202.204575	-66.814728	-37.547634	-7.234951
3202.207913	-66.347168	-38.307423	-7.001171
3202.211252	-65.704269	-37.839863	-7.351841
3202.214576	-64.476913	-37.021626	-6.124493
3202.217957	-64.593811	-36.261837	-6.124493
3202.221247	-63.892456	-35.502041	-6.358276
3202.224581	-63.483353	-35.326710	-5.598484
3202.227910	-63.074234	-35.209820	-5.598484
3202.231243	-62.431320	-34.216244	-5.773823
3202.234621	-61.671539	-34.099354	-5.656929
3202.237914	-61.788422	-33.631794	-5.364700
3202.241262	-60.853302	-33.281120	-5.656929
3202.245428	-60.327286	-33.514900	-4.312687
3202.248784	-59.450615	-32.521336	-4.546467
3202.252118	-59.099945	-32.170662	-4.546467
3202.255040	-58.515488	-31.703098	-4.078903
3202.258384	-58.457039	-31.703098	-4.078903
3202.261691	-58.281708	-31.118645	-3.845123
3202.264575	-57.638809	-30.417301	-4.312687
3202.267912	-56.879021	-30.826416	-3.669788
3202.271238	-56.820572	-29.891293	-2.968437
3202.274574	-56.762123	-29.832848	-2.851547
3202.277913	-56.353012	-29.774399	-2.617767
3202.281242	-56.353012	-28.897724	-2.617767
3202.284612	-56.177673	-29.540619	-2.208656
3202.287907	-55.710114	-28.956165	-2.325546
3202.291237	-55.067215	-29.248394	-2.500877
3202.294568	-55.008766	-29.540619	-2.033318
3202.297928	-54.833435	-28.956165	-1.331970
3202.301234	-55.184105	-28.956165	-2.793106
3202.304565	-54.716537	-28.663940	-2.442436
3202.307909	-55.008766	-28.956165	-2.033318
3202.311235	-55.125656	-29.131504	-2.325546
3202.314571	-55.008766	-28.254822	-2.033318
3202.318835	-55.125656	-28.547050	-2.208656
3202.322167	-55.417885	-28.663940	-2.793106
3202.325493	-55.125656	-28.663940	-2.617767
3202.328323	-55.125656	-28.371712	-2.734657
3202.331669	-55.534782	-28.313271	-2.325546
3202.335005	-55.768562	-28.137932	-2.267097
3202.337903	-55.359436	-27.728817	-2.267097
3202.341273	-55.300995	-27.378143	-3.143776
3202.344571	-55.710114	-28.079487	-2.617767
3202.347907	-55.768562	-27.670368	-3.377560
3202.351233	-55.242554	-27.670368	-2.208656
3202.354574	-55.943893	-28.021038	-2.617767
3202.357896	-56.236122	-27.728817	-2.559326
3202.361227	-56.294563	-27.611927	-2.442436
3202.364563	-56.528343	-27.845707	-2.500877
3202.367899	-56.353012	-27.261253	-2.442436
3202.371255	-56.294563	-27.495033	-2.091766
3202.374561	-56.820572	-27.845707	-2.267097
3202.377898	-56.762123	-27.553478	-2.033318
3202.381248	-56.762123	-27.261253	-2.325546
3202.384581	-56.995903	-28.021038	-2.442436
3202.387891	-57.054352	-27.670368	-2.091766
3202.392083	-57.463470	-27.670368	-2.968437
3202.395435	-58.281708	-27.144363	-3.319111
3202.398739	-58.340157	-27.495033	-3.377560
3202.401651	-58.983055	-27.144363	-2.968437
3202.404984	-58.924606	-27.611927	-3.552895
3202.408321	-59.450615	-27.670368	-3.026886
3202.411229	-59.450615	-28.079487	-3.552895
3202.414581	-59.801285	-28.196381	-3.026886
3202.417892	-60.444183	-27.962597	-3.026886
3202.421224	-60.853302	-28.371712	-3.552895
3202.424559	-60.911758	-28.430161	-4.371132
3202.427944	-61.087082	-28.430161	-4.312687
3202.431231	-61.788422	-28.722385	-4.429577
3202.434560	-62.781998	-28.897724	-4.020462
3202.437892	-63.658676	-29.073055	-4.838696
3202.441223	-63.775574	-29.657509	-4.780247
3202.444555	-64.360016	-29.657509	-4.546467
3202.447887	-65.178268	-30.008183	-5.189369
3202.451222	-65.821152	-30.767975	-5.832264
3202.454559	-66.347168	-30.767975	-6.007603
3202.457912	-67.282303	-30.651081	-6.592056
3202.462099	-68.977219	-30.709526	-8.345417
3202.465455	-70.263000	-31.761539	-8.403858
3202.468761	-70.672119	-31.878433	-8.228527
3202.471695	-71.607239	-32.521336	-8.988312
3202.475002	-72.600815	-32.755116	-8.812981
3202.478329	-73.477493	-33.047340	-9.280540
3202.481224	-74.061951	-33.164230	-10.390999
3202.484555	-75.289307	-33.690239	-10.683231
3202.487885	-75.932205	-33.807133	-10.449448
3202.491217	-76.808884	-34.157803	-11.676796
3202.494556	-77.977783	-34.099354	-11.150791
3202.497889	-78.854477	-34.450027	-12.261250
3202.501220	-79.789597	-34.800697	-13.021042
3202.504553	-80.724731	-34.976036	-12.436588
3202.507885	-82.127411	-35.560490	-13.605495
3202.511217	-83.237869	-36.028053	-13.430164
3202.514563	-84.582108	-36.028053	-14.131508
3202.517880	-85.751022	-36.086498	-14.540623
3202.521219	-87.270599	-36.554066	-15.300415
3202.524548	-87.796616	-37.372303	-15.534195
3202.527882	-88.497955	-37.372303	-15.475746
3202.531216	-90.543549	-37.839863	-17.112217
3202.535513	-93.407364	-38.190533	-18.573353
3202.538794	-95.277618	-38.716541	-19.391586
3202.542064	-96.797195	-39.476330	-19.976040
3202.545012	-98.316772	-39.710110	-20.502048
3202.548311	-99.485687	-39.651661	-21.203392
3202.551640	-101.180603	-40.411457	-22.372299
3202.554538	-102.817078	-40.879017	-23.541206
3202.557892	-104.804199	-40.995907	-24.827003
3202.561205	-106.557571	-42.632381	-25.060783
3202.564542	-109.129166	-42.749271	-26.521923
