crossing time (s)	slope (V/s)	crossing number
3200.755879	-24.218600	4172
3201.838752	-25.322086	4173
3202.843137	-23.987336	4174
3203.901857	-25.066893	4175
3204.944486	-22.960548	4176
3205.998751	-24.244359	4177
3207.031188	-23.043312	4178
3208.081898	-21.333315	4179
3209.132756	-21.367548	4180
3210.186021	-20.780958	4181
3211.221215	-20.997712	4182
3212.254155	-19.503835	4183
3213.296253	-19.835469	4184
3214.355265	-19.772504	4185
3215.372716	-20.214376	4186
3216.442425	-19.910288	4187
3217.452707	-20.082960	4188
3218.509616	-19.020543	4189
3219.555094	-19.005843	4190
3220.619394	-18.461056	4191
3221.656007	-18.943148	4192
3222.706066	-17.614282	4193
3223.762045	-17.855957	4194
3224.784596	-18.984988	4195
3225.830812	-17.417513	4196
3226.869252	-17.502312	4197
3227.894058	-16.947182	4198
3228.976824	-16.826365	4199
3229.982955	-16.675560	4200
3231.065887	-15.435197	4201
3232.122014	-16.106410	4202
3233.155922	-15.184548	4203
3234.195467	-15.686128	4204
3235.236498	-13.948470	4205
3236.279890	-15.648874	4206
3237.329771	-15.860422	4207
3238.373847	-15.769864	4208
3239.405055	-13.079898	4209
3240.468892	-14.615804	4210
3241.488066	-12.955198	4211
3242.548984	-13.970509	4212
3243.586480	-13.064207	4213
3244.613904	-14.033215	4214
3245.681338	-13.634527	4215
3246.722370	-13.521124	4216
3247.781454	-12.211733	4217
3248.781891	-12.480812	4218
3249.847298	-12.185575	4219
3250.888516	-12.501062	4220
3251.938047	-12.416920	4221
3252.982939	-10.882317	4222
3254.026048	-12.473517	4223
3255.085974	-12.244887	4224
3256.109783	-10.914830	4225
3257.164074	-11.464355	4226
3258.196451	-11.136575	4227
3259.241448	-10.778370	4228
3260.306886	-9.996337	4229
3261.334768	-10.654820	4230
3262.384079	-9.964565	4231
3263.432551	-10.145786	4232
3264.469159	-10.067410	4233
3265.516194	-9.847942	4234
3266.555015	-9.491951	4235
3267.630221	-9.934858	4236
3268.637698	-9.334698	4237
3269.690875	-9.208552	4238
3270.730220	-8.749218	4239
3271.790490	-8.267307	4240
3272.831163	-8.853196	4241
3273.878263	-8.740249	4242
3274.924076	-8.498157	4243
3275.933925	-7.631638	4244
3277.011085	-8.053461	4245
3278.043535	-8.488285	4246
3279.099444	-8.480585	4247
3280.130973	-7.759824	4248
3281.185854	-7.468243	4249
3282.235767	-7.622462	4250
3283.276830	-7.350130	4251
3284.312790	-7.158538	4252
3285.368915	-7.018880	4253
3286.388535	-7.694351	4254
3287.455672	-7.041467	4255
3288.474827	-7.294539	4256
3289.546403	-6.399705	4257
3290.565293	-6.392708	4258
3291.626326	-6.147736	4259
3292.660538	-6.096645	4260
3293.703055	-6.266293	4261
3294.738863	-4.941319	4262
3295.791485	-6.177640	4263
3296.841346	-5.941502	4264
3297.878888	-6.055135	4265
3298.949573	-4.808861	4266
3299.966483	-5.653042	4267
3301.032919	-5.337072	4268
3302.059801	-5.553372	4269
3303.122063	-4.452939	4270
3304.142952	-5.108031	4271
3305.210225	-4.519192	4272
3306.223971	-4.681760	4273
3307.278523	-3.933027	4274
3308.315763	-5.435644	4275
3309.389652	-4.762922	4276
3310.387879	-4.931881	4277
3311.472622	-4.729502	4278
3312.499462	-4.373675	4279
3313.571285	-4.603912	4280
3314.591878	-4.278459	4281
3315.647032	-3.468356	4282
3316.688880	-3.702536	4283
3317.699284	-3.739679	4284
3318.770091	-3.346276	4285
3319.787006	-4.260799	4286
3320.878273	-3.275501	4287
3321.885283	-3.549036	4288
3322.959799	-4.104114	4289
3323.989280	-3.866364	4290
3325.054060	-3.121518	4291
3326.067467	-3.862848	4292
3327.145817	-3.509309	4293
3328.159466	-3.943834	4294
3329.230598	-3.894829	4295
3330.231939	-3.415803	4296
3331.302742	-3.286936	4297
3332.322976	-2.811958	4298
3333.397243	-3.730794	4299
3334.423159	-3.571443	4300
3335.488833	-2.548501	4301
3336.520405	-2.853041	4302
3337.564952	-2.438802	4303
3338.630975	-2.965289	4304
3339.639404	-2.941771	4305
3340.733201	-3.036538	4306
3341.735894	-2.534373	4307
3342.811352	-1.815438	4308
3343.817970	-2.617835	4309
3344.900801	-1.513252	4310
3345.890470	-1.438276	4311
3346.989516	-2.949310	4312
3347.992466	-2.527071	4313
3349.052941	-2.903479	4314
3350.076856	-1.930393	4315
3351.173671	-2.035079	4316
3352.176119	-2.691554	4317
3353.246110	-1.634328	4318
