time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3843.461072	24.291708	1.483457	0.082886	175
3845.546941	24.972046	1.484245	0.086420	177
3847.628096	26.769516	1.466093	0.085323	179
3849.712903	27.445854	1.438869	0.085173	181
3851.800632	27.388561	1.416546	0.086061	183
3853.887500	27.026190	1.396702	0.086832	185
3855.978292	26.799417	1.377377	0.087948	187
3858.071639	26.728437	1.360446	0.090058	189
3860.164483	26.903278	1.348419	0.090771	191
3862.248749	26.925119	1.346192	0.089226	193
3864.329290	26.632378	1.326654	0.090170	195
3866.412060	26.618168	1.291432	0.092081	197
3868.504849	26.751600	1.271153	0.092349	199
3870.599377	26.793341	1.258022	0.091813	201
3872.689637	26.545897	1.247849	0.092003	203
3874.777230	26.288820	1.230562	0.092316	205
3876.866003	26.204826	1.219086	0.092794	207
3878.952175	26.222771	1.206072	0.093563	209
3881.035422	26.937681	1.195376	0.094620	211
3883.118380	28.164122	1.178112	0.096114	213
3885.198343	29.181986	1.152135	0.097067	215
3887.293374	28.684925	1.127129	0.096065	217
3889.386946	26.751995	1.114384	0.095650	219
3891.481636	25.600346	1.106261	0.096634	221
3893.567583	25.931599	1.101859	0.097368	223
3895.651033	26.712831	1.084645	0.097164	225
3897.737201	27.248768	1.065435	0.096406	227
3899.823643	27.342691	1.047427	0.096561	229
3901.913279	27.392605	1.030393	0.097729	231
3904.005118	27.390667	1.019792	0.098239	233
3906.093274	27.505957	1.009805	0.098176	235
3908.175667	27.590803	1.000208	0.098291	237
3910.252566	27.858965	0.978907	0.099005	239
3912.335799	28.070551	0.955700	0.099447	241
3914.424342	28.125490	0.939183	0.099042	243
3916.514183	28.023067	0.926970	0.098415	245
3918.607933	27.935646	0.915404	0.098056	247
3920.698454	27.853075	0.904541	0.098100	249
3922.781190	28.136410	0.891374	0.098494	251
3924.867445	28.720728	0.879043	0.099454	253
3926.950557	29.349663	0.864729	0.100000	255
3929.032742	29.889170	0.846724	0.100000	1
3931.128094	29.700974	0.830493	0.100000	3
3933.225025	28.305542	0.818997	0.100000	5
3935.316463	27.021494	0.811935	0.100000	7
3937.409992	26.612463	0.805164	0.100000	9
3939.494505	26.621962	0.797111	0.100000	11
3941.579599	27.170038	0.785348	0.100000	13
3943.669225	27.388325	0.771188	0.100000	15
3945.761592	27.463749	0.757940	0.100000	17
3947.847220	27.884584	0.749340	0.100000	19
3949.936391	28.151257	0.743846	0.100000	21
3952.012571	28.593330	0.732503	0.100000	23
3954.087140	28.971844	0.718127	0.100000	25
3956.171602	29.254316	0.699902	0.100000	27
3958.255055	29.442818	0.684926	0.100000	29
3960.345272	29.341017	0.676589	0.100000	31
3962.429115	29.388218	0.666215	0.100000	33
3964.520816	29.574961	0.657807	0.100000	35
3966.610566	29.863611	0.647557	0.100000	37
3968.692652	30.281183	0.637702	0.100000	39
3970.777353	30.431002	0.627440	0.100000	41
3972.867130	30.406570	0.613190	0.100000	43
3974.962709	29.648994	0.605190	0.098701	45
3977.062414	28.205307	0.598751	0.097029	47
3979.159342	27.330236	0.594261	0.095949	49
3981.252960	26.906052	0.590413	0.095175	51
3983.341018	27.301533	0.580327	0.094529	53
3985.429227	28.068254	0.570803	0.093987	55
3987.518668	28.316755	0.562740	0.093346	57
3989.604051	28.422304	0.554475	0.093169	59
