crossing time (s)	slope (V/s)	crossing number
3843.463071	-18.926805	4783
3844.511799	-19.455247	4784
3845.543088	-18.181664	4785
3846.594204	-18.068296	4786
3847.638972	-16.337934	4787
3848.680648	-17.023137	4788
3849.713464	-17.971955	4789
3850.771575	-16.777922	4790
3851.786088	-16.005246	4791
3852.859394	-15.790551	4792
3853.897691	-16.478143	4793
3854.939971	-16.190764	4794
3855.971429	-16.668852	4795
3857.013478	-15.761757	4796
3858.068036	-15.166508	4797
3859.118089	-16.298169	4798
3860.174454	-15.807288	4799
3861.217331	-14.439439	4800
3862.252946	-15.997860	4801
3863.288634	-13.989481	4802
3864.317063	-15.001707	4803
3865.388203	-13.241180	4804
3866.425618	-14.493863	4805
3867.477650	-14.011099	4806
3868.515928	-13.519318	4807
3869.554883	-13.321543	4808
3870.600230	-13.338117	4809
3871.627464	-12.742431	4810
3872.685210	-13.376729	4811
3873.737422	-13.931582	4812
3874.786448	-12.063428	4813
3875.800368	-12.184078	4814
3876.862913	-12.239887	4815
3877.895128	-12.304022	4816
3878.947539	-11.685454	4817
3879.971528	-12.401005	4818
3881.041654	-11.634912	4819
3882.076348	-11.542872	4820
3883.112515	-11.810026	4821
3884.161022	-11.743929	4822
3885.219841	-12.228061	4823
3886.258088	-10.191433	4824
3887.267984	-10.923103	4825
3888.334499	-9.770589	4826
3889.389988	-10.589007	4827
3890.424441	-10.454213	4828
3891.480721	-10.153620	4829
3892.501241	-10.674548	4830
3893.562132	-10.246281	4831
3894.606843	-9.726527	4832
3895.651219	-9.749467	4833
3896.689553	-10.555222	4834
3897.725792	-9.312631	4835
3898.775998	-8.987682	4836
3899.830696	-9.235642	4837
3900.859604	-10.067631	4838
3901.929535	-9.380838	4839
3902.936049	-8.074686	4840
3904.017092	-8.446649	4841
3905.040761	-9.010861	4842
3906.099513	-8.046771	4843
3907.123467	-8.342570	4844
3908.165565	-7.843696	4845
3909.225597	-7.644566	4846
3910.257464	-8.518507	4847
3911.302600	-7.290566	4848
3912.340745	-8.317530	4849
3913.401654	-8.081777	4850
3914.433470	-7.446760	4851
3915.487233	-7.423882	4852
3916.523926	-7.219987	4853
3917.576522	-7.258956	4854
3918.606229	-7.154517	4855
3919.665336	-6.970945	4856
3920.676558	-6.780504	4857
3921.749249	-6.713247	4858
3922.780789	-7.409592	4859
3923.823872	-6.957852	4860
3924.853665	-6.439960	4861
3925.923375	-5.607116	4862
3926.944126	-5.831778	4863
3928.020894	-5.004690	4864
3929.042555	-6.143401	4865
3930.099986	-5.249518	4866
3931.107547	-5.897696	4867
3932.176673	-5.748396	4868
3933.204303	-4.663643	4869
3934.259849	-6.028815	4870
3935.322035	-5.228534	4871
3936.332330	-6.079914	4872
3937.405882	-5.628422	4873
3938.424534	-5.166119	4874
3939.493390	-4.759045	4875
3940.530116	-4.783551	4876
3941.591315	-5.063376	4877
3942.602986	-6.127013	4878
3943.668036	-5.070618	4879
3944.691119	-4.538548	4880
3945.742605	-4.798913	4881
3946.778031	-4.408063	4882
3947.848956	-4.929870	4883
3948.846146	-3.640574	4884
3949.923760	-4.732231	4885
3950.957176	-3.664436	4886
3952.014836	-4.943570	4887
3953.040878	-3.822833	4888
3954.105265	-4.132601	4889
3955.141662	-3.463255	4890
3956.169700	-3.921314	4891
3957.234562	-3.014176	4892
3958.261968	-3.547937	4893
3959.329117	-3.661082	4894
3960.341355	-3.750913	4895
3961.422575	-3.817444	4896
3962.439092	-4.515557	4897
3963.506619	-2.926123	4898
3964.511151	-3.769560	4899
3965.601451	-3.212585	4900
3966.595908	-3.565601	4901
3967.684958	-3.434378	4902
3968.698473	-2.861526	4903
3969.782101	-2.984552	4904
3970.784833	-3.685981	4905
3971.861634	-2.862772	4906
3972.882879	-3.662703	4907
3973.937302	-3.068351	4908
3974.970037	-3.620601	4909
3976.018701	-3.254945	4910
3977.070265	-3.288834	4911
3978.088583	-2.041041	4912
3979.162164	-2.568821	4913
3980.177220	-2.733696	4914
3981.252790	-1.637240	4915
3982.276803	-2.603601	4916
3983.336649	-1.929175	4917
3984.341560	-2.542537	4918
3985.423184	-2.752246	4919
3986.427147	-1.663901	4920
3987.505040	-2.858675	4921
3988.519382	-3.256198	4922
3989.604727	-1.873513	4923
