time (s)	det(V)
9981.834868	1.423384	
9981.836594	1.111898	
9981.838135	1.271951	
9981.839839	1.241691	
9981.841374	1.236417	
9981.843106	1.203450	
9981.844591	1.121324	
9981.846233	0.954350	
9981.847723	1.203002	
9981.849321	1.120386	
9981.850851	0.961174	
9981.852410	0.973275	
9981.853966	0.844470	
9981.855570	0.919542	
9981.857146	0.927920	
9981.858735	0.969376	
9981.860339	0.949778	
9981.861883	0.958032	
9981.863514	0.748427	
9981.865134	0.979366	
9981.866791	0.832268	
9981.868361	0.784496	
9981.870036	0.758856	
9981.871603	0.657314	
9981.873315	0.765781	
9981.874885	0.802817	
9981.876569	0.593207	
9981.878121	0.728764	
9981.879827	0.616471	
9981.881366	0.651074	
9981.883113	0.544006	
9981.884613	0.590363	
9981.886375	0.668311	
9981.887852	0.622380	
9981.889636	0.635118	
9981.891131	0.701497	
9981.892919	0.521725	
9981.894403	0.522937	
9981.896184	0.531272	
9981.897666	0.567096	
9981.899434	0.423228	
9981.900926	0.511066	
9981.902676	0.420062	
9981.904181	0.484435	
9981.905909	0.449131	
9981.907438	0.564091	
9981.909181	0.426616	
9981.910707	0.356814	
9981.912402	0.437416	
9981.913944	0.398188	
9981.915633	0.422032	
9981.917239	0.311269	
9981.918715	0.302431	
9981.920356	0.250063	
9981.921856	0.357889	
9981.923506	0.316671	
9981.924983	0.443523	
9981.926690	0.296357	
9981.928163	0.359186	
9981.929875	0.402656	
9981.931350	0.356680	
9981.933061	0.329763	
9981.934549	0.338477	
9981.936260	0.208156	
9981.937754	0.183217	
9981.939540	0.156352	
9981.941019	0.402881	
9981.942809	0.232427	
9981.944284	0.185900	
9981.946043	0.223440	
9981.947538	0.186879	
9981.949294	0.167978	
9981.950813	0.057167	
9981.952564	0.177009	
9981.954090	0.137782	
9981.955828	0.198343	
9981.957355	0.311632	
9981.959074	0.215077	
9981.960621	0.238280	
9981.962299	0.228830	
9981.963853	0.118897	
9981.965534	0.193779	
9981.967121	0.258551	
9981.968792	0.219480	
9981.970367	-0.058877	
9981.972023	0.150636	
9981.973612	0.085889	
9981.975262	0.194726	
9981.976886	0.149605	
9981.978521	0.181662	
9981.980173	0.110679	
9981.981770	0.177110	
9981.983406	0.041416	
9981.984997	0.312196	
9981.986656	0.012336	
9981.988144	0.147619	
9981.989796	0.121141	
9981.991275	0.126692	
9981.992919	0.018382	
9981.994397	0.201332	
9981.996042	0.181775	
9981.997534	0.107646	
9981.999199	0.161226	
9982.000720	0.085728	
9982.002357	0.128593	
9982.003920	-0.070789	
9982.005497	0.239775	
9982.007074	0.011337	
9982.008730	0.247561	
9982.010330	0.163603	
9982.011973	0.149649	
9982.013595	-0.013941	
9982.015231	0.185880	
9982.016858	-0.069411	
9982.018470	0.148694	
9982.020127	-0.008652	
9982.021709	0.042903	
9982.023388	0.183624	
9982.024972	0.146962	
9982.026643	0.114163	
9982.028217	0.087407	
9982.029900	-0.042421	
9982.031447	0.096165	
9982.033167	0.040538	
9982.034710	0.017830	
