crossing time (s)	slope (V/s)	crossing number
9981.656221	51.034244	8435
9982.723790	45.029935	8436
9983.719705	47.180501	8437
9984.806890	44.995104	8438
9985.810428	48.416076	8439
9986.879635	45.800309	8440
9987.933138	49.775415	8441
9988.929388	46.901472	8442
9989.930540	47.125514	8443
9990.976660	47.533727	8444
9992.054135	48.266327	8445
9993.031535	41.057985	8446
9994.181029	43.146943	8447
9995.158030	51.239522	8448
9996.275591	44.095478	8449
9997.217768	45.497766	8450
9998.307695	43.912140	8451
9999.347784	45.999249	8452
10000.397683	50.517274	8453
10001.461068	44.327013	8454
10002.566848	47.407790	8455
10003.501484	43.117995	8456
10004.576074	43.132239	8457
10005.624916	44.663260	8458
10006.708753	42.450637	8459
10007.643681	40.563597	8460
10008.720531	46.809923	8461
10009.790021	44.584816	8462
10010.901335	42.115696	8463
10011.848938	48.046556	8464
10012.912183	39.974559	8465
10013.971645	40.696179	8466
10015.034064	39.941045	8467
10015.977121	39.959258	8468
10017.035247	40.815727	8469
10018.115903	40.193741	8470
10019.109663	40.709988	8471
10020.183493	42.653663	8472
10021.230861	44.813654	8473
10022.316264	40.528036	8474
10023.343076	39.750853	8475
10024.392912	41.323741	8476
10025.445708	39.393167	8477
10026.407453	38.408383	8478
10027.458720	39.039625	8479
10028.505511	39.609523	8480
10029.553343	39.263282	8481
10031.478656	7.961910	8482
