crossing time (s)	slope (V/s)	crossing number
2219.982074	-28.079869	3248
2221.020967	-26.877658	3249
2222.049483	-26.305735	3250
2223.118263	-24.952651	3251
2224.142753	-24.565759	3252
2225.207396	-24.650003	3253
2226.257732	-23.461788	3254
2227.312112	-23.923485	3255
2228.310828	-23.831321	3256
2229.374121	-21.962826	3257
2230.419744	-22.626213	3258
2231.459739	-22.462751	3259
2232.519393	-21.992393	3260
2233.557088	-21.247739	3261
2234.595845	-19.794137	3262
2235.654547	-19.008514	3263
2236.708487	-20.192731	3264
2237.768547	-20.175138	3265
2238.773657	-19.036636	3266
2239.826586	-17.640562	3267
2240.875000	-17.551161	3268
2241.943498	-16.554074	3269
2242.966513	-15.795175	3270
2244.007219	-16.344965	3271
2245.046519	-15.046734	3272
2246.080554	-14.250249	3273
2247.173469	-13.675623	3274
2248.201779	-13.883106	3275
2249.241194	-13.924520	3276
2250.297379	-12.872866	3277
2251.318853	-12.724810	3278
2252.380721	-12.669519	3279
2253.413157	-12.092674	3280
2254.465772	-11.491066	3281
2255.500526	-11.759767	3282
2256.566112	-10.717908	3283
2257.572676	-10.519863	3284
2258.671001	-11.608773	3285
2259.682325	-9.356824	3286
2260.755890	-10.124350	3287
2261.789943	-9.034293	3288
2262.837605	-8.762994	3289
2263.861526	-8.925479	3290
2264.908101	-8.729138	3291
2265.972058	-7.674989	3292
2267.015193	-7.465109	3293
2268.054458	-7.083679	3294
2269.088696	-6.768461	3295
2270.141219	-7.626177	3296
2271.223362	-6.373410	3297
2272.221476	-6.624321	3298
2273.273185	-5.983676	3299
2274.343832	-6.020998	3300
2275.367349	-5.945370	3301
2276.424733	-5.587346	3302
2277.472090	-5.329909	3303
2278.490306	-5.501052	3304
2279.568607	-4.935755	3305
2280.589866	-4.202039	3306
2281.652921	-5.005019	3307
2282.682458	-5.269690	3308
2283.741220	-4.142116	3309
2284.776292	-4.401382	3310
2285.804845	-4.464245	3311
2286.880410	-3.993920	3312
2287.926149	-3.967952	3313
2288.946589	-3.449176	3314
2290.013607	-3.858307	3315
2291.063851	-3.186866	3316
2292.089027	-3.279948	3317
2293.144419	-3.510904	3318
2294.211479	-3.103605	3319
2295.226896	-3.318206	3320
2296.291000	-3.857329	3321
2297.339885	-3.030042	3322
2298.357995	-3.415087	3323
2299.414978	-2.289787	3324
2300.490071	-3.444898	3325
