crossing time (s)	slope (V/s)	crossing number
2926.981984	64.560897	1718
2928.021392	65.662517	1719
2929.069307	61.617023	1720
2930.121464	61.995729	1721
2931.154070	61.331169	1722
2932.185143	60.749384	1723
2933.241368	58.560813	1724
2934.286563	58.682397	1725
2935.342164	57.266838	1726
2936.379169	56.306579	1727
2937.413806	54.988342	1728
2938.472433	55.316898	1729
2939.492655	53.051547	1730
2940.550946	52.735665	1731
2941.600339	51.420735	1732
2942.629630	50.495838	1733
2943.697852	50.070382	1734
2944.716799	50.073232	1735
2945.770200	47.055475	1736
2946.810591	47.767661	1737
2947.862899	46.520328	1738
2948.912256	45.769055	1739
2949.944718	44.699814	1740
2950.998104	43.809528	1741
2952.028446	43.103284	1742
2953.080719	42.285473	1743
2954.119706	42.020473	1744
2955.162648	40.233066	1745
2956.212786	40.587676	1746
2957.246695	39.061476	1747
2958.305945	38.488108	1748
2959.340379	37.350146	1749
2960.398145	37.124339	1750
2961.430581	36.283814	1751
2962.472313	35.404982	1752
2963.513700	34.970645	1753
2964.562334	34.044059	1754
2965.611909	33.826839	1755
2966.648741	32.222884	1756
2967.708250	32.872928	1757
2968.746944	30.712234	1758
2969.792270	31.208500	1759
2970.839236	29.573293	1760
2971.862385	29.276542	1761
2972.916730	28.917110	1762
2973.959172	28.053210	1763
2975.004586	27.323242	1764
2976.048271	26.977540	1765
2977.092290	25.852914	1766
2978.134547	26.506309	1767
2979.188335	25.115353	1768
2980.204175	24.405131	1769
2981.282752	23.954911	1770
2982.313384	22.554385	1771
2983.355765	23.240535	1772
2984.395299	22.424235	1773
2985.447299	21.670290	1774
2986.494785	21.471160	1775
2987.521976	20.599732	1776
2988.574688	20.195792	1777
2989.607551	19.356164	1778
2990.646043	19.497956	1779
2991.709481	18.523294	1780
2992.740989	18.290940	1781
2993.794909	17.527305	1782
2994.827534	17.294674	1783
2995.882219	17.070299	1784
2996.901419	16.348014	1785
2997.975247	16.264195	1786
2999.004075	16.072316	1787
3000.061558	15.271583	1788
3001.076822	15.303582	1789
3002.143641	14.400025	1790
3003.174517	14.177371	1791
3004.247647	13.830461	1792
3005.250626	13.758389	1793
3006.320517	13.263162	1794
3007.346983	12.984836	1795
3008.402652	12.716711	1796
3009.424790	11.910371	1797
3010.493843	11.584496	1798
3011.535549	11.562299	1799
3012.571730	11.466772	1800
3013.616764	10.905080	1801
3014.669061	10.351946	1802
3015.698797	10.419025	1803
3016.767938	10.161056	1804
3017.784243	9.508068	1805
3018.846301	9.404569	1806
3019.864031	9.335046	1807
3020.929004	9.185765	1808
3021.975789	8.725181	1809
3023.005089	8.409544	1810
3024.050714	7.843532	1811
3025.087634	7.730703	1812
3026.147964	7.654711	1813
3027.183726	7.607179	1814
3028.221993	7.275043	1815
3029.291718	6.997436	1816
3030.303299	6.921400	1817
3031.387054	6.342861	1818
3032.379911	6.322337	1819
3033.465275	5.615752	1820
3034.466080	6.052996	1821
3035.567769	5.369304	1822
3036.562696	5.582565	1823
3037.647242	5.498188	1824
3038.642410	5.494618	1825
3039.743500	4.758248	1826
3040.753683	4.543607	1827
3041.821135	4.758482	1828
3042.822231	4.572534	1829
3043.929161	4.258205	1830
3044.904184	4.614238	1831
3046.001018	4.170578	1832
3047.003201	4.505944	1833
3048.099670	3.497538	1834
3049.087070	4.071002	1835
3050.189382	3.385411	1836
3051.193177	3.558321	1837
3052.262718	3.681639	1838
3053.283065	3.290654	1839
