time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2168.277863	273.955200	3.280915	-0.100000	253
2170.369584	273.410675	3.172470	-0.100000	255
2172.465041	277.429596	3.094020	-0.100000	1
2174.555768	276.681396	3.072113	-0.100000	3
2176.644000	274.378998	3.026507	-0.100000	5
2178.733520	273.051636	2.951043	-0.100000	7
2180.823922	272.808899	2.883654	-0.100000	9
2182.915191	273.062836	2.822030	-0.100000	11
2185.005737	273.095551	2.775583	-0.100000	13
2187.096472	273.066528	2.719386	-0.100000	15
2189.186500	273.223419	2.658164	-0.100000	17
2191.278042	273.517700	2.594070	-0.100000	19
2193.372112	273.685822	2.531265	-0.100000	21
2195.464368	273.566254	2.493221	-0.100000	23
2197.550088	273.099609	2.466839	-0.100000	25
2199.636111	273.004639	2.389744	-0.100000	27
2201.731279	272.697754	2.315821	-0.100000	29
2203.823440	272.280243	2.298126	-0.100000	31
2205.906141	272.301270	2.254688	-0.100000	33
2207.995815	272.095032	2.166761	-0.100000	35
2210.091808	271.644196	2.119848	-0.100000	37
2212.177969	271.528168	2.100102	-0.100000	39
2214.261551	271.177277	2.034979	-0.100000	41
2216.352741	271.078766	1.962552	-0.100000	43
2218.447367	271.025726	1.914094	-0.100000	45
2220.537790	271.256805	1.878762	-0.100000	47
2222.624123	270.824890	1.837677	-0.100000	49
2224.709695	270.027008	1.786756	-0.100000	51
2226.796981	269.261963	1.730536	-0.100000	53
2228.884874	268.674805	1.678145	-0.100000	55
2230.973394	268.576477	1.628205	-0.100000	57
2233.063480	268.849304	1.575779	-0.100000	59
2235.155078	269.712830	1.527927	-0.100000	61
2237.246783	270.529358	1.484604	-0.100000	63
2239.337447	270.597931	1.444282	-0.100000	65
2241.421743	269.154816	1.403315	-0.100000	67
2243.502670	266.544312	1.355267	-0.100000	69
2245.590332	265.675781	1.294912	-0.100000	71
2247.686592	268.358582	1.241380	-0.100000	73
2249.781024	269.752380	1.216177	-0.100000	75
2251.863399	267.914368	1.185735	-0.100000	77
2253.942474	265.187958	1.138751	-0.100000	79
2256.032290	264.947052	1.083514	-0.100000	81
2258.129171	267.364929	1.041221	-0.100000	83
2260.224432	88.417206	-1.014149	0.100000	85
2262.311649	87.622871	-0.982546	0.100000	87
2264.394483	266.303619	0.945512	-0.100000	89
2266.478884	265.199799	0.907660	-0.100000	91
2268.562660	84.452248	-0.870524	0.100000	93
2270.649834	84.005447	-0.833560	0.100000	95
2272.735921	83.888596	-0.799447	0.100000	97
2274.827408	83.937531	-0.767164	0.100000	99
2276.918091	84.057533	-0.734323	0.100000	101
2279.012519	84.286850	-0.703964	0.100000	103
2281.110216	84.550133	-0.675936	0.100000	105
2283.209933	84.631241	-0.652434	0.100000	107
2285.303650	84.423752	-0.631632	0.100000	109
2287.383152	83.635910	-0.607889	0.100000	111
2289.454692	82.497047	-0.576820	0.100000	113
2291.537631	82.089035	-0.543601	0.100000	115
2293.636822	82.407471	-0.515346	0.100000	117
2295.757186	82.425903	-0.497174	0.100000	119
2297.859054	82.357552	-0.484112	0.100000	121
2299.946182	81.684013	-0.466247	0.100000	123
2302.018588	79.828491	-0.438340	0.100000	125
2304.091763	77.097977	-0.404966	0.100000	127
