crossing time (s)	slope (V/s)	crossing number
7753.318159	-20.553814	7305
7754.365174	-18.372786	7306
7755.408021	-17.751504	7307
7756.444324	-16.735985	7308
7757.495045	-15.755498	7309
7758.530407	-14.812486	7310
7759.599734	-13.687896	7311
7760.627777	-13.014849	7312
7761.696857	-12.859981	7313
7762.719769	-11.511855	7314
7763.791929	-11.068908	7315
7764.815128	-10.200915	7316
7765.876831	-9.257498	7317
7766.916478	-9.269342	7318
7767.962036	-8.133553	7319
7769.011323	-7.978611	7320
7770.052642	-7.163487	7321
7771.103371	-6.842969	7322
7772.148912	-6.895525	7323
7773.205488	-6.120158	7324
7774.259766	-5.711279	7325
7775.295305	-5.717690	7326
7776.341765	-5.463095	7327
7777.384106	-4.348120	7328
7778.434031	-4.133280	7329
7779.482127	-4.623676	7330
7780.525294	-2.977558	7331
7781.575210	-3.795617	7332
7782.621383	-3.951057	7333
7783.665800	-2.562361	7334
7784.722689	-3.587405	7335
7785.763289	-2.773293	7336
7786.817259	-1.842512	7337
7787.865680	-2.004163	7338
7788.908859	-1.672013	7339
7789.964620	-1.828756	7340
7791.006854	-1.996880	7341
7792.045983	-1.754472	7342
7793.115974	-1.146395	7343
7794.144996	-2.005399	7344
7795.216109	-0.789712	7345
