time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3642.691047	16.931816	1.633588	0.064003	239
3644.781690	16.291807	1.606911	0.061551	241
3646.877783	13.856192	1.591038	0.060493	243
3648.962778	14.882488	1.610661	0.068241	245
3651.042854	18.173298	1.569386	0.063394	247
3653.137460	15.391758	1.522108	0.056788	249
3655.229336	13.906291	1.542523	0.065712	251
3657.309466	16.888746	1.531230	0.065696	253
3659.393586	17.628222	1.492005	0.062586	255
3661.485377	16.934868	1.466270	0.063388	1
3663.573363	16.348907	1.453648	0.064352	3
3665.662210	16.247843	1.441283	0.064493	5
3667.747050	16.212931	1.423210	0.063588	7
3669.831759	15.853440	1.399244	0.062663	9
3671.922708	15.733127	1.371622	0.064577	11
3674.019781	16.772194	1.349424	0.066509	13
3676.109450	17.193382	1.355072	0.062358	15
3678.187861	16.038870	1.344977	0.061330	17
3680.270718	15.743247	1.304604	0.064748	19
3682.363286	16.210188	1.283908	0.065690	21
3684.457574	16.526371	1.270900	0.064313	23
3686.550007	16.412243	1.259768	0.063503	25
3688.636807	15.985523	1.249424	0.063850	27
3690.724705	15.567818	1.232842	0.063575	29
3692.810111	15.374420	1.219023	0.063688	31
3694.896034	15.889936	1.208766	0.063954	33
3696.975411	17.298960	1.192852	0.065161	35
3699.058735	18.471302	1.163396	0.064298	37
3701.150606	17.647554	1.136761	0.062097	39
3703.248636	15.535981	1.127236	0.061742	41
3705.337151	15.103270	1.122690	0.063408	43
3707.419732	16.155516	1.113841	0.063203	45
3709.501110	16.917210	1.095289	0.061932	47
3711.588010	17.134478	1.074515	0.061217	49
3713.675175	17.077282	1.055779	0.061241	51
3715.765685	16.833660	1.041942	0.061472	53
3717.860697	16.930696	1.025712	0.062623	55
3719.952327	17.361904	1.015982	0.062095	57
3722.034746	17.247393	1.012993	0.060973	59
3724.111715	16.825098	0.993208	0.060631	61
3726.192862	16.797026	0.969333	0.061383	63
3728.283077	16.937420	0.950349	0.061105	65
3730.371437	17.019682	0.939132	0.060342	67
3732.466955	16.976009	0.929461	0.059718	69
3734.556110	16.868555	0.917649	0.059341	71
3736.641628	16.993027	0.906540	0.059417	73
3738.726175	17.167500	0.896522	0.059474	75
3740.813143	17.720116	0.881222	0.059772	77
3742.892798	18.316166	0.866017	0.060331	79
3744.978402	18.439436	0.847267	0.059978	81
3747.071246	17.784388	0.830558	0.058936	83
3749.170593	16.442274	0.819593	0.057994	85
3751.263789	15.668474	0.815087	0.058236	87
3753.350140	15.906318	0.808810	0.058343	89
3755.436469	16.403683	0.797115	0.057773	91
3757.519761	16.737577	0.782478	0.057025	93
3759.604668	16.885750	0.767343	0.056814	95
3761.701162	17.064322	0.753944	0.056960	97
3763.789401	17.343624	0.745873	0.057178	99
3765.875806	17.303316	0.740231	0.056968	101
3767.957204	17.268364	0.730056	0.056126	103
3770.034881	17.404453	0.713983	0.056222	105
3772.115703	17.478601	0.698425	0.056405	107
3774.202904	17.500404	0.684910	0.056176	109
3776.289058	17.672516	0.674323	0.055709	111
3778.375668	17.911980	0.663700	0.055342	113
3780.463303	18.162409	0.653318	0.055039	115
3782.554431	18.341488	0.644873	0.054881	117
3784.636102	18.685946	0.632696	0.055113	119
3786.722804	18.822554	0.623285	0.054935	121
3788.817575	18.477861	0.612483	0.053846	123
3790.911119	17.722485	0.601881	0.052384	125
3793.011973	16.585211	0.597318	0.051218	127
3795.102455	16.135727	0.590389	0.050716	129
3797.197007	16.231028	0.587570	0.050216	131
3799.282419	16.576435	0.577444	0.049636	133
3801.369143	17.036207	0.567326	0.049065	135
3803.460316	16.943550	0.559026	0.048460	137
3805.541331	17.246492	0.547315	0.048415	139
3807.638220	17.671185	0.542325	0.048379	141
3809.718125	17.521009	0.538245	0.047636	143
3811.790272	17.665022	0.526073	0.047605	145
3813.868349	17.930056	0.513510	0.047270	147
3815.952808	18.076347	0.499288	0.047504	149
