time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10099.317835	216.274765	-0.952906	0.052169	75
10101.400046	216.239395	-0.952060	0.052832	77
10103.480729	216.482071	-0.933244	0.100000	79
10105.563508	216.112595	-0.944817	0.055211	81
10107.649040	216.439224	-0.931750	0.100000	83
10109.730832	216.091766	-0.936477	0.057115	85
10111.815674	216.095016	-0.933050	0.058552	87
10113.897141	215.960648	-0.928961	0.059103	89
10115.978393	215.902664	-0.927299	0.060543	91
10118.064048	215.881439	-0.920862	0.061266	93
10120.143313	216.179428	-0.913265	0.100000	95
10122.223323	216.050690	-0.908790	0.100000	97
10124.306999	215.509338	-0.908990	0.064529	99
10126.386206	215.331696	-0.903132	0.065730	101
10128.467873	215.044891	-0.900821	0.066639	103
10130.550304	215.100372	-0.897309	0.067207	105
10132.633508	215.116684	-0.890771	0.068271	107
10134.713360	215.078552	-0.888220	0.069495	109
10136.798701	215.024612	-0.881416	0.070276	111
10138.879739	217.419846	-0.729974	0.100000	113
10140.961252	215.840164	-0.720074	0.100000	115
10143.044389	216.235748	-0.725835	0.100000	117
10145.127871	213.001236	-0.865524	0.100000	119
10147.207705	214.917709	-0.816846	0.100000	121
10149.291170	215.396957	-0.776018	0.100000	123
10151.373882	215.347504	-0.733594	0.100000	125
10153.458620	215.162827	-0.738169	0.100000	127
10155.543019	214.909454	-0.820361	0.100000	129
10157.621456	215.152939	-0.746806	0.100000	131
10159.707590	215.088989	-0.779727	0.100000	133
10161.789331	214.964798	-0.820771	0.100000	135
10163.867108	215.031403	-0.810892	0.100000	137
10165.957315	214.913925	-0.811949	0.100000	139
10168.032562	214.763321	-0.813980	0.100000	141
10170.118339	214.742386	-0.813776	0.100000	143
10172.201042	214.504166	-0.812874	0.100000	145
10174.281974	214.473007	-0.811185	0.100000	147
10176.367454	214.329071	-0.809435	0.100000	149
10178.450639	200.911591	-0.940143	0.100000	151
10180.528590	196.577057	-0.873438	0.100000	153
10182.611947	214.238251	-0.803264	0.100000	155
10184.699378	192.529785	-0.787329	0.100000	157
10186.777628	213.834656	-0.792481	0.100000	159
