crossing time (s)	slope (V/s)	crossing number
2734.838940	-26.572138	3733
2735.889515	-24.083111	3734
2736.933074	-25.462184	3735
2737.961143	-23.916154	3736
2739.021673	-23.203568	3737
2740.103838	-22.440765	3738
2741.089228	-21.966723	3739
2742.166657	-21.313904	3740
2743.210301	-20.858516	3741
2744.219653	-20.473795	3742
2745.295129	-20.246090	3743
2746.327805	-20.179657	3744
2747.377949	-19.938319	3745
2748.421340	-19.434002	3746
2749.471485	-18.633518	3747
2750.523019	-18.606149	3748
2751.556600	-18.247734	3749
2752.592413	-18.477594	3750
2753.644752	-17.667764	3751
2754.694264	-18.137481	3752
2755.749186	-17.162736	3753
2756.767128	-15.781752	3754
2757.823420	-15.967810	3755
2758.870034	-16.084186	3756
2759.924557	-16.103849	3757
2760.964203	-14.810028	3758
2761.991161	-14.704465	3759
2763.044782	-14.521559	3760
2764.114744	-14.481118	3761
2765.123594	-13.071528	3762
2766.171293	-13.983766	3763
2767.227966	-12.907246	3764
2768.261543	-12.501264	3765
2769.321350	-13.762496	3766
2770.350138	-13.137553	3767
2771.404953	-12.343112	3768
2772.440057	-11.625489	3769
2773.499909	-11.191101	3770
2774.545624	-11.828826	3771
2775.576059	-11.226854	3772
2776.638767	-10.144376	3773
2777.675780	-10.605028	3774
2778.718975	-11.549932	3775
2779.758553	-9.773029	3776
2780.825381	-10.718822	3777
2781.840430	-9.062684	3778
2782.898008	-9.752237	3779
2783.950753	-9.368467	3780
2784.992803	-9.095980	3781
2786.043437	-8.915288	3782
2787.077960	-9.552635	3783
2788.116146	-9.118085	3784
2789.158308	-8.586076	3785
2790.207298	-7.411247	3786
2791.268225	-7.968485	3787
2792.293386	-8.029650	3788
2793.337515	-6.625306	3789
2794.376869	-6.853541	3790
2795.450374	-7.456433	3791
2796.480552	-6.477326	3792
2797.529898	-6.711045	3793
2798.558908	-5.672265	3794
2799.625539	-7.125850	3795
2800.636879	-5.773534	3796
2801.709979	-5.724196	3797
2802.739174	-6.335733	3798
2803.807805	-5.092565	3799
2804.815525	-5.517872	3800
2805.893367	-5.965070	3801
2806.903065	-5.573731	3802
2808.004355	-5.756945	3803
2809.004709	-4.943081	3804
2810.041594	-5.057859	3805
2811.110522	-4.400357	3806
2812.138411	-4.860328	3807
2813.212876	-5.351671	3808
2814.222072	-4.662310	3809
2815.294220	-4.593043	3810
2816.321119	-4.307584	3811
2817.393597	-3.417729	3812
2818.413078	-3.456393	3813
2819.484048	-2.859093	3814
2820.515012	-3.934661	3815
2821.566510	-3.292680	3816
2822.596819	-3.392390	3817
2823.658002	-3.654780	3818
2824.682752	-3.099460	3819
2825.743945	-3.148538	3820
2826.787749	-3.069305	3821
2827.842964	-3.333560	3822
2828.854736	-2.648313	3823
2829.927655	-3.000172	3824
2830.944466	-3.099977	3825
2832.021364	-2.247280	3826
2833.056829	-2.990807	3827
2834.080994	-2.533103	3828
2835.147922	-2.224393	3829
2836.176615	-2.251231	3830
2837.249703	-2.770570	3831
2838.249076	-1.975045	3832
2839.343940	-2.036531	3833
2840.354165	-2.400895	3834
2841.437563	-1.703264	3835
2842.446383	-1.744622	3836
2843.519225	-1.898641	3837
2844.526844	-1.277505	3838
2845.615403	-1.567240	3839
2846.619205	-1.130544	3840
