time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2734.838937	208.493225	1.611658	-0.015126	149
2736.933596	209.657928	1.594542	-0.016415	151
2739.018075	208.278625	1.592163	-0.019603	153
2741.101202	206.431000	1.539118	-0.015347	155
2743.194630	207.657730	1.487507	-0.010014	157
2745.293049	209.187592	1.471877	-0.011663	159
2747.382388	208.823563	1.457233	-0.012349	161
2749.467128	208.002518	1.431960	-0.010741	163
2751.553414	207.694733	1.396802	-0.008723	165
2753.641424	207.770630	1.365409	-0.007050	167
2755.729763	207.954605	1.334510	-0.006112	169
2757.822843	207.959839	1.304883	-0.005619	171
2759.916287	207.697021	1.274609	-0.005339	173
2762.012568	207.181686	1.245229	-0.004623	175
2764.099925	206.988342	1.225580	-0.002330	177
2766.186371	207.666977	1.209054	0.000683	179
2768.267203	208.742752	1.178550	0.000887	181
2770.355381	208.723267	1.140182	-0.000302	183
2772.450557	208.074585	1.114594	0.000290	185
2774.543819	207.732468	1.092987	0.001976	187
2776.636115	207.673447	1.073706	0.003398	189
2778.726799	207.810974	1.050212	0.004547	191
2780.812674	207.893982	1.029606	0.004995	193
2782.898471	207.625397	1.007406	0.005216	195
2784.979344	207.101349	0.979242	0.005880	197
2787.068613	207.004807	0.944836	0.008363	199
2789.167853	207.715042	0.920180	0.010418	201
2791.265358	208.365067	0.903304	0.010501	203
2793.361939	208.374084	0.886998	0.010385	205
2795.447142	208.078522	0.868788	0.010652	207
2797.537022	207.813004	0.847706	0.011627	209
2799.624869	207.684113	0.825983	0.012205	211
2801.715977	207.506332	0.804906	0.012791	213
2803.807577	207.267868	0.782571	0.013455	215
2805.898978	207.094116	0.765443	0.014319	217
2807.982734	207.203781	0.750580	0.015753	219
2810.072052	207.773560	0.735591	0.017429	221
2812.146936	208.540955	0.713191	0.017827	223
2814.231344	208.828812	0.688202	0.017147	225
2816.323785	208.534378	0.668796	0.016749	227
2818.418913	208.162354	0.655172	0.017164	229
2820.504173	208.011902	0.640430	0.017766	231
2822.596589	207.832230	0.625552	0.017505	233
2824.679455	207.850784	0.608926	0.018324	235
2826.763477	207.492218	0.590429	0.018370	237
2828.856544	207.369766	0.572525	0.018798	239
2830.956475	207.594437	0.555425	0.019822	241
2833.049998	208.200638	0.541009	0.020550	243
2835.160712	208.454758	0.533166	0.019696	245
2837.248784	208.437546	0.521352	0.019706	247
2839.345153	208.064606	0.512388	0.019161	249
2841.432104	207.772263	0.497685	0.019335	251
2843.529811	207.645355	0.483530	0.019157	253
2845.617245	207.587067	0.470185	0.019420	255
