crossing time (s)	slope (V/s)	crossing number
962.654396	106.535445	77
963.721262	101.188914	78
964.749734	98.679285	79
965.815162	86.103473	80
966.845470	86.458513	81
967.882528	74.689713	82
968.943395	71.407788	83
969.974421	66.336104	84
971.030351	60.288491	85
972.064343	57.392974	86
973.113187	51.017062	87
974.178079	48.038279	88
975.207262	43.489992	89
976.264274	39.635542	90
977.299763	36.421377	91
978.360802	32.593249	92
979.382064	29.159751	93
980.442357	27.053124	94
981.478789	23.279251	95
982.527460	21.500974	96
983.566002	19.047841	97
984.611363	16.825890	98
985.650673	14.887089	99
986.710818	13.252172	100
987.742902	11.818270	101
988.816380	9.821685	102
989.816224	8.677625	103
990.900756	7.521598	104
991.897590	5.974482	105
992.967096	6.626199	106
994.015093	5.132447	107
995.079907	4.307234	108
996.078750	3.494380	109
997.163604	3.067987	110
998.138704	2.458082	111
999.222553	2.742703	112
1000.249119	1.473378	113
1001.283081	1.288800	114
NaN	NaN	115
1003.228605	0.546978	116
