time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
962.655540	92.988258	2.979177	0.064976	77
964.747474	92.760544	2.754839	0.069811	79
966.844566	94.226639	2.571570	0.065848	81
968.937355	94.071785	2.397744	0.059098	83
971.025683	93.851646	2.227280	0.057208	85
973.113823	93.939064	2.047706	0.056521	87
975.203303	94.165413	1.875856	0.055026	89
977.293246	94.473213	1.701760	0.053605	91
979.383129	94.761681	1.533156	0.051768	93
981.475247	94.614868	1.368519	0.047630	95
983.569986	93.412201	1.211849	0.042214	97
985.662959	92.345360	1.081926	0.040656	99
987.745413	273.775116	-0.963678	-0.041761	101
989.820289	275.772064	-0.832434	-0.036477	103
991.914900	274.154510	-0.702755	-0.026081	105
994.015845	271.668732	-0.622478	-0.028216	107
996.075944	275.210999	-0.544291	-0.027931	109
998.150066	275.433502	-0.442985	-0.015195	111
1000.259670	270.642426	-0.383882	-0.017160	113
1002.215074	272.387482	-0.337997	-0.020454	115
