crossing time (s)	slope (V/s)	crossing number
1334.201165	114.934014	341
1335.235844	110.218091	342
1336.300982	107.450479	343
1337.330128	104.860181	344
1338.385166	98.182697	345
1339.426245	97.458154	346
1340.474446	93.147154	347
1341.507163	87.211138	348
1342.582513	85.105442	349
1343.601601	82.950626	350
1344.654253	75.518620	351
1345.700515	76.393589	352
1346.752816	70.586987	353
1347.781357	67.499514	354
1348.853643	64.716810	355
1349.873048	62.213968	356
1350.928313	57.470864	357
1351.959880	56.762889	358
1353.029401	52.115871	359
1354.054812	50.336351	360
1355.101446	47.563954	361
1356.145732	44.030972	362
1357.188574	42.147486	363
1358.245885	40.406203	364
1359.288615	37.366134	365
1360.348331	36.413569	366
1361.360357	33.704114	367
1362.437894	31.869495	368
1363.448987	29.626610	369
1364.520618	28.034774	370
1365.558924	25.765960	371
1366.610787	25.014440	372
1367.635905	21.727739	373
1368.695081	21.186833	374
1369.728005	18.738599	375
1370.777265	18.536581	376
1371.832050	16.335554	377
1372.854014	15.858477	378
1373.903051	14.229774	379
1374.947630	13.883926	380
1375.995140	11.848002	381
1377.038887	11.139924	382
1378.089413	10.672188	383
1379.138187	9.332220	384
1380.164859	8.590423	385
1381.225954	7.983149	386
1382.240696	7.198648	387
1383.316489	6.466678	388
1384.343472	5.903478	389
1385.407702	5.230092	390
1386.416561	4.929914	391
1387.491211	4.507591	392
1388.499275	3.511657	393
1389.576075	4.290186	394
1390.594477	3.353605	395
1391.669340	2.814633	396
1392.664945	3.174111	397
1393.730078	2.399070	398
1394.745636	2.141800	399
1395.811657	1.689178	400
1396.834960	2.181035	401
1397.888823	1.664280	402
1398.905483	1.060143	403
1399.795952	1.527244	404
1400.868388	0.969347	405
NaN	NaN	406
