time (s)	det(V)
1335.152194	-0.576726	
1335.153676	-0.652309	
1335.155380	-0.744211	
1335.156879	-0.797490	
1335.158616	-0.905473	
1335.160139	-0.984101	
1335.161877	-1.091251	
1335.163403	-1.184595	
1335.165134	-1.313002	
1335.166659	-1.438830	
1335.168360	-1.514796	
1335.169912	-1.528291	
1335.171596	-1.528235	
1335.173169	-1.528380	
1335.174839	-1.528307	
1335.176417	-1.528501	
1335.178067	-1.528356	
1335.179654	-1.528469	
1335.181300	-1.528336	
1335.182908	-1.528521	
1335.184524	-1.528408	
1335.186164	-1.528614	
1335.187762	-1.528412	
1335.189434	-1.528650	
1335.191038	-1.528557	
1335.192694	-1.528771	
1335.194286	-1.528610	
1335.195971	-1.528666	
1335.197542	-1.528521	
1335.199248	-1.528646	
1335.200793	-1.528634	
1335.202494	-1.528477	
1335.204047	-1.528597	
1335.205775	-1.528497	
1335.207292	-1.528424	
1335.209036	-1.528569	
1335.210534	-1.528541	
1335.212168	-1.528448	
1335.213665	-1.528493	
1335.215273	-1.528469	
1335.216787	-1.528388	
1335.218361	-1.528243	
1335.219936	-1.528384	
1335.221573	-1.527880	
1335.223158	-1.519276	
1335.224747	-1.350268	
1335.226364	-1.206050	
1335.227916	-1.028711	
1335.229546	-0.848162	
1335.231159	-0.649533	
1335.232828	-0.492630	
1335.234430	-0.294574	
1335.236074	-0.145764	
1335.237669	0.052446	
1335.239349	0.238880	
1335.240923	0.424977	
1335.242628	0.595991	
1335.244193	0.780464	
1335.245888	0.963446	
1335.247452	1.145990	
1335.249144	1.321443	
1335.250702	1.495990	
1335.252419	1.669619	
1335.253949	1.726885	
1335.255702	1.726950	
1335.257187	1.727083	
1335.258974	1.727123	
1335.260459	1.727184	
1335.262220	1.727139	
1335.263711	1.727059	
1335.265492	1.727095	
1335.266980	1.727163	
1335.268765	1.727115	
1335.270246	1.727047	
1335.272010	1.727244	
1335.273515	1.727192	
1335.275268	1.727155	
1335.276781	1.727139	
1335.278526	1.727220	
1335.280060	1.727139	
1335.281769	1.727143	
1335.283304	1.727160	
1335.284821	1.727200	
1335.286461	1.727224	
1335.287957	1.727151	
1335.289598	1.727131	
1335.291142	1.727171	
1335.292797	1.727111	
1335.294274	1.727155	
1335.295996	1.726978	
1335.297468	1.727063	
1335.299199	1.727046	
1335.300670	1.726962	
1335.302370	1.726962	
1335.303852	1.726994	
1335.305615	1.726748	
1335.307099	1.726882	
1335.308870	1.638420	
1335.310364	1.511850	
1335.312158	1.383685	
1335.313640	1.281333	
1335.315407	1.178595	
1335.316902	1.098895	
1335.318635	1.009027	
1335.320145	0.932138	
1335.321885	0.843507	
1335.323415	0.787195	
1335.325151	0.715519	
1335.326679	0.643731	
1335.328384	0.601433	
1335.329933	0.544481	
1335.331633	0.500588	
1335.333201	0.442544	
1335.334893	0.431325	
1335.336465	0.378627	
1335.338134	0.360383	
1335.339707	0.313702	
1335.341357	0.299740	
1335.342947	0.249898	
1335.344586	0.237785	
1335.346194	0.208269	
1335.347812	0.207504	
1335.349490	0.165529	
1335.351072	0.164062	
1335.352729	0.136057	
1335.354207	0.144259	
1335.355790	0.135087	
1335.357288	0.107634	
1335.358927	0.111783	
1335.360415	0.093212	
1335.362038	0.094272	
1335.363552	0.086155	
1335.365206	0.088556	
1335.366737	0.064857	
1335.368400	0.078481	
1335.369933	0.071101	
1335.371554	0.068031	
1335.373119	0.065779	
1335.374796	0.074114	
1335.376368	0.058464	
1335.378027	0.065421	
1335.379617	0.039132	
1335.381254	0.066368	
1335.382886	0.053179	
1335.384513	0.063350	
1335.386154	0.055652	
1335.387758	0.061288	
1335.389399	0.053453	
1335.390986	0.065095	
1335.392661	0.045267	
1335.394226	0.049481	
1335.395920	0.059552	
1335.397480	0.050383	
1335.399169	0.051648	
1335.400734	0.067258	
1335.402433	0.070207	
1335.403989	0.052744	
1335.405709	0.059950	
1335.407211	0.049324	
1335.408982	0.053545	
1335.410466	0.056095	
1335.412246	0.058758	
1335.413728	0.058339	
1335.415513	0.049984	
1335.417002	0.039547	
1335.418787	0.040510	
1335.420271	0.060925	
1335.422053	0.057558	
1335.423543	0.045368	
1335.425298	0.060760	
1335.426805	0.043998	
1335.428550	0.045432	
1335.430082	0.033255	
1335.431631	0.033166	
1335.433218	0.025347	
1335.434708	0.051700	
1335.436351	0.057002	
1335.437922	0.058057	
1335.439545	0.051342	
1335.441069	0.063266	
1335.442748	0.054270	
1335.444242	0.048909	
1335.445972	0.042488	
1335.447540	0.063665	
1335.449245	0.056550	
1335.450792	0.051604	
1335.452478	0.055539	
1335.454048	0.056341	
1335.455741	0.057006	
1335.457278	0.058371	
