time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1334.190715	92.472321	3.089510	-0.076947	85
1336.285200	110.580910	2.968973	-0.100000	87
1338.378238	273.590820	1.794023	0.100000	89
1340.470551	275.361328	2.135848	0.100000	91
1342.563095	91.490395	2.600879	-0.100000	93
1344.654241	87.507637	2.478143	-0.100000	95
1346.745615	89.162018	2.377301	-0.100000	97
1348.837076	92.097984	2.264355	-0.100000	99
1350.927271	93.139481	2.157780	-0.100000	101
1353.017136	87.089699	2.062856	-0.100000	103
1355.105765	87.003067	1.962033	-0.100000	105
1357.193564	90.926453	1.871076	-0.100000	107
1359.280579	90.354012	1.762586	-0.100000	109
1361.366906	91.323135	1.656691	-0.100000	111
1363.455147	87.586632	1.545865	-0.100000	113
1365.546051	274.451691	1.595767	0.100000	115
1367.637752	272.122559	1.399296	0.100000	117
1369.731311	271.492310	1.309274	0.100000	119
1371.824433	87.770134	1.136248	-0.100000	121
1373.913837	88.027443	1.189274	-0.100000	123
1376.001098	88.995628	0.975760	-0.100000	125
1378.086771	268.548615	-0.898720	0.100000	127
1380.169421	269.665161	-0.811401	0.100000	129
1382.251624	270.026123	-0.764797	0.085003	131
1384.337226	269.772644	-0.697160	0.080177	133
1386.419307	269.704742	-0.636355	0.075158	135
1388.503189	269.693848	-0.578341	0.069753	137
1390.588999	269.777313	-0.524384	0.064776	139
1392.670749	270.190002	-0.475363	0.059990	141
1394.756234	270.937531	-0.429124	0.055725	143
1396.842614	271.743469	-0.386864	0.052044	145
1398.923950	275.001648	-0.340290	0.053206	147
1400.948220	138.986664	1.774481	-0.048604	149
