time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1250.059417	267.590607	2.876363	0.001262	17
1252.150692	266.825378	2.723945	0.003894	19
1254.249211	270.338745	2.592904	0.000472	21
1256.336009	267.319550	2.529787	-0.014722	23
1258.430470	268.969666	2.337532	0.008997	25
1260.518182	267.310883	2.297725	-0.022028	27
1262.614741	270.241211	2.114828	0.004043	29
1264.697136	265.744110	2.028708	-0.005274	31
1266.795856	270.309692	1.943824	-0.026919	33
1268.883483	268.203186	1.761010	0.013355	35
1270.967920	266.066803	1.711277	-0.019823	37
1273.068929	270.871887	1.591228	-0.018739	39
1275.148963	266.454834	1.447086	0.007288	41
1277.241885	268.344910	1.411504	-0.031296	43
1279.334060	268.653900	1.249546	0.003531	45
1281.418162	267.215698	1.218065	-0.025737	47
1283.510701	88.107216	-1.074272	0.001132	49
1285.602605	269.208649	1.036958	-0.022653	51
1287.677341	85.788925	-0.942206	0.011274	53
1289.777841	88.355301	-0.849465	0.010043	55
1291.875054	89.188179	-0.789906	0.016152	57
1293.960538	88.413170	-0.730410	0.015703	59
1296.042836	88.003815	-0.666791	0.014214	61
1298.130262	87.808914	-0.604390	0.013569	63
1300.224725	87.340591	-0.548050	0.013313	65
1302.314169	86.636009	-0.501492	0.011032	67
1304.387428	87.391953	-0.470920	0.008270	69
1306.440933	90.354851	-0.426392	0.012421	71
1308.547989	88.284927	-0.362743	0.018593	73
