time (s)	magX	magY	magZ
2880.636744	-148.053772	-101.194626	-59.543545
2880.640072	-152.144958	-104.759796	-64.628288
2880.643409	-156.820587	-109.026306	-70.297493
2880.647610	-165.236710	-116.448868	-82.220345
2880.650935	-169.152542	-120.423141	-88.473999
2880.654347	-173.360611	-124.514328	-93.850967
2880.657184	-178.036240	-129.131500	-101.331970
2880.660564	-181.835175	-133.924026	-109.397430
2880.663865	-186.393936	-138.248993	-116.995331
2880.666759	-190.485092	-143.158401	-125.294571
2880.670076	-194.868484	-147.541794	-134.528931
2880.673405	-199.310349	-153.269440	-143.587952
2880.676736	-202.875534	-158.295731	-153.757446
2880.680077	-207.375809	-163.088257	-163.985382
2880.683406	-211.233200	-169.283463	-174.388672
2880.686742	-214.506149	-174.251312	-185.960846
2880.690076	-217.077744	-179.803635	-198.701935
2880.693401	-220.409103	-185.765045	-211.033905
2880.696737	-222.571579	-190.148437	-223.307434
2880.700069	-225.610764	-196.928116	-236.749863
2880.703405	-227.071884	-201.720642	-251.478088
2880.706733	-229.175919	-207.857391	-264.511414
2880.710083	-229.877243	-212.474579	-280.291656
2880.713402	-230.520157	-219.078918	-295.545898
2880.716730	-230.753952	-224.105209	-309.748108
2880.720987	-228.591476	-234.099365	-341.659271
2880.724348	-226.545883	-238.833435	-358.959106
2880.727661	-223.798935	-243.976624	-375.791351
2880.730492	-220.467575	-248.535370	-392.565186
2880.733825	-216.843948	-252.158966	-410.040314
2880.737168	-211.583878	-256.074799	-427.983032
2880.740064	-204.862656	-259.639984	-445.575104
2880.743399	-198.550552	-262.153107	-463.634735
2880.746727	-191.069565	-265.367615	-480.466949
2880.750068	-182.185867	-267.296326	-497.942139
2880.753393	-172.542374	-268.815887	-514.306885
2880.756730	-162.255997	-268.991211	-531.606689
2880.760054	-151.151367	-269.166595	-547.737549
2880.763392	-137.708954	-269.049683	-563.517822
2880.766740	-124.091171	-267.120972	-578.479858
2880.770055	-109.538284	-264.900055	-592.623657
2880.773391	-93.991821	-263.205139	-604.721802
2880.776732	-77.568680	-259.815308	-616.878418
2880.780069	-60.385742	-255.724152	-626.872559
2880.783396	-42.559906	-250.347168	-636.282227
2880.786729	-23.331383	-244.736389	-643.354248
2880.790058	-4.453537	-238.365875	-664.686768
2880.794239	34.821739	-224.981873	-656.387451
2880.797603	54.576271	-217.442429	-656.387451
2880.800937	74.623024	-209.201645	-655.569214
2880.803812	94.494446	-200.610184	-652.004028
2880.807146	113.313850	-191.025131	-648.322021
2880.810510	132.600830	-181.907669	-641.659302
2880.813391	150.601990	-172.381058	-633.944458
2880.816724	168.252472	-163.205154	-625.528320
2880.820056	184.734070	-153.620102	-614.657471
2880.823450	200.572769	-143.567505	-603.552856
2880.826723	214.950317	-135.092926	-589.935181
2880.830063	228.918762	-124.923431	-576.317383
2880.833387	241.133850	-115.689072	-561.706055
2880.836723	253.173584	-106.980713	-545.575073
2880.840049	263.343079	-97.980133	-529.561035
2880.843389	272.109863	-89.797775	-513.313232
2880.846718	280.292236	-80.972534	-496.364136
2880.850050	287.539459	-73.608414	-479.531830
2880.853408	293.383972	-65.776733	-462.290466
2880.856716	297.592041	-58.704853	-445.516663
2880.860047	301.157227	-52.042080	-427.924591
2880.863387	304.547058	-45.320866	-396.188782
2880.867591	307.469299	-33.982464	-377.544708
2880.870994	307.761536	-27.728817	-361.180023
2880.873841	307.878418	-22.936295	-345.341309
2880.877217	307.177094	-18.202221	-330.087097
2880.880469	305.540588	-13.526592	-314.423706
2880.883417	303.378113	-8.967854	-300.221497
2880.886713	300.748108	-5.168907	-285.084167
2880.890052	297.592041	-1.311514	-271.174164
2880.893382	293.734650	1.961426	-258.374634
2880.896722	289.468140	5.585037	-244.523087
2880.900049	285.493835	8.799532	-232.132675
2880.903378	280.876678	11.195791	-219.333145
2880.906714	276.142578	14.118059	-207.819412
2880.910049	270.707184	16.455873	-196.305679
2880.913378	264.804199	18.676796	-184.616608
2880.916713	259.135010	20.137932	-174.797791
2880.920048	253.758041	21.832846	-164.452957
2880.923379	247.504379	23.060200	-155.510818
2880.926724	241.835190	24.462887	-146.627121
2880.930045	235.347748	25.398012	-137.918762
2880.933376	229.503220	26.508474	-129.385742
2880.937645	218.515488	29.196960	-114.832848
2880.940896	213.080078	29.664524	-107.410294
2880.944221	206.767975	30.248978	-101.390419
2880.947132	200.981873	30.424313	-95.195206
2880.950472	195.137344	30.482758	-88.766220
2880.953799	190.227936	30.541204	-83.973701
2880.956706	184.032730	30.658094	-78.713623
2880.960042	179.298645	30.599649	-73.219757
2880.963399	173.746338	30.891876	-68.368790
2880.966710	168.720032	30.015196	-63.517830
2880.970044	164.395081	30.015196	-59.309765
2880.973376	159.427246	29.664524	-55.919933
2880.976708	154.926941	29.606079	-53.173000
2880.980118	150.485107	29.313852	-49.257164
2880.983380	146.861481	28.261835	-46.393341
2880.986710	142.536530	27.969608	-43.763298
2880.990039	138.679138	27.443600	-40.139687
2880.993372	134.997070	26.683811	-38.269436
2880.996708	130.555237	26.040913	-35.697842
2881.000037	127.808296	25.690239	-32.308010
2881.003377	123.834015	25.222677	-30.788429
2881.006741	120.151955	24.696669	-28.742844
2881.010890	114.015198	23.761543	-24.827003
2881.014249	110.742256	23.527761	-22.839863
2881.017603	107.644653	23.001753	-22.080074
2881.020480	104.839279	23.177090	-19.742260
2881.023810	102.267685	22.125072	-18.807133
2881.027149	99.053185	21.949738	-16.936882
2881.030031	96.773819	21.482174	-16.177090
2881.033365	93.559326	21.365284	-13.897728
2881.036697	90.812393	20.956165	-13.488605
2881.040030	88.883698	20.780830	-12.787262
2881.043370	86.136765	20.313267	-11.618355
2881.046704	84.149620	19.904148	-10.800121
2881.050073	81.578026	20.021040	-10.390999
2881.053371	79.123322	18.910580	-8.696087
2881.056701	77.720627	18.326126	-8.170078
