time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
8464.711610	2.259721	0.840486	0.100000	97
8466.807828	4.849409	0.851396	0.100000	99
8468.903313	2.140970	0.837280	0.100000	101
8470.990839	4.235809	0.848152	0.100000	103
8473.075884	4.622941	0.790760	0.100000	105
8475.171005	2.446155	0.788386	0.100000	107
8477.243394	5.950710	0.797944	0.100000	109
8479.348796	3.270183	0.785182	0.100000	111
8481.426697	6.230940	0.778666	0.100000	113
8483.525935	23.568119	0.796931	0.100000	115
8485.610404	5.592281	0.781651	0.100000	117
8487.693546	23.712254	0.614004	0.100000	119
8489.789039	4.895005	0.760046	0.100000	121
8491.876797	31.936579	0.711696	0.100000	123
8493.969874	23.861725	0.689501	0.100000	125
8496.060450	5.893523	0.703827	0.100000	127
8498.149326	6.755300	0.716095	0.100000	129
8500.219552	25.032408	0.696012	0.100000	131
8502.325745	24.939856	0.714267	0.100000	133
8504.411207	24.566376	0.680413	0.100000	135
8506.497400	24.837545	0.693808	0.100000	137
8508.587277	26.357613	0.707494	0.100000	139
8510.664848	26.301235	0.690618	0.100000	141
8512.758926	24.474733	0.633952	0.100000	143
8514.858625	29.668514	0.565638	0.100000	145
8517.442058	242.624664	-0.339638	0.100000	147
