crossing time (s)	slope (V/s)	crossing number
8465.782247	-3.740858	7522
8466.823594	-3.442057	7523
8467.878298	-2.942149	7524
8468.908803	-4.043522	7525
8469.948502	-4.014282	7526
8470.987085	-3.839546	7527
8472.072516	-2.864458	7528
8473.101810	-3.532145	7529
8474.149191	-2.225307	7530
8475.171272	-3.844917	7531
8476.240218	-3.528285	7532
8477.284736	-1.953268	7533
8478.327430	-2.766432	7534
8479.354366	-4.112021	7535
8480.414633	-4.054729	7536
8481.459580	-2.959801	7537
8482.505967	-2.677491	7538
8483.541880	-4.416588	7539
8484.590832	-4.012793	7540
8485.627018	-3.748789	7541
8486.686583	-3.182380	7542
8487.725099	-2.841042	7543
8488.771946	-3.306382	7544
8489.819559	-3.070149	7545
8490.862196	-3.608277	7546
8491.896392	-3.244085	7547
8492.967982	-3.383576	7548
8493.977237	-3.533951	7549
8495.039044	-2.504518	7550
8496.080078	-3.020117	7551
8497.127481	-3.058882	7552
8498.158233	-3.598437	7553
8499.225233	-3.090398	7554
8500.260011	-1.285273	7555
8501.313585	-3.088970	7556
8502.328030	-2.533290	7557
8503.396147	-2.485666	7558
8504.418907	-2.887252	7559
8505.481053	-3.199041	7560
8506.520791	-2.779334	7561
8507.575759	-3.375070	7562
8508.606699	-2.470100	7563
8509.667380	-3.795190	7564
8510.708440	-2.116998	7565
8511.746464	-4.060566	7566
8512.789813	-2.623843	7567
8513.844613	-3.127524	7568
8514.865510	-3.533275	7569
8515.931740	-3.006734	7570
8517.445590	-1.935268	7571
