crossing time (s)	slope (V/s)	crossing number
3436.356132	-21.940074	4398
3437.372172	-22.142314	4399
3438.437521	-20.872700	4400
3439.469696	-20.585609	4401
3440.526110	-21.267997	4402
3441.565545	-19.386480	4403
3442.613076	-19.554413	4404
3443.644210	-19.373811	4405
3444.698629	-19.404642	4406
3445.754866	-18.906981	4407
3446.762542	-18.362251	4408
3447.849213	-17.991902	4409
3448.878577	-18.771934	4410
3449.929123	-17.647145	4411
3450.965591	-17.858402	4412
3452.003610	-16.616615	4413
3453.061214	-17.008793	4414
3454.094744	-17.418544	4415
3455.154652	-17.284629	4416
3456.176627	-17.129722	4417
3457.236023	-16.436072	4418
3458.273694	-15.652246	4419
3459.329905	-15.633807	4420
3460.377848	-15.874390	4421
3461.381616	-14.984167	4422
3462.468153	-14.981874	4423
3463.486471	-14.489013	4424
3464.545828	-13.987801	4425
3465.582375	-15.036742	4426
3466.625469	-14.208609	4427
3467.668891	-14.219232	4428
3468.725176	-14.376579	4429
3469.761354	-13.818219	4430
3470.812532	-13.030349	4431
3471.859108	-13.087046	4432
3472.903161	-13.006147	4433
3473.943822	-12.765476	4434
3475.002591	-12.962087	4435
3476.035663	-12.034264	4436
3477.068274	-12.584075	4437
3478.124776	-10.738272	4438
3479.169593	-12.353895	4439
3480.204181	-11.450794	4440
3481.238954	-11.354419	4441
3482.300946	-10.148272	4442
3483.335621	-11.332094	4443
3484.390667	-11.112614	4444
3485.430359	-10.877667	4445
3486.486813	-10.257011	4446
3487.517526	-10.573474	4447
3488.575976	-10.658964	4448
3489.598994	-9.890004	4449
3490.637683	-10.409140	4450
3491.692338	-9.899339	4451
3492.744339	-8.729226	4452
3493.787604	-8.081748	4453
3494.836438	-8.783839	4454
3495.862547	-7.998585	4455
3496.923836	-7.979703	4456
3497.963824	-8.401997	4457
3499.018295	-8.747325	4458
3500.036669	-7.830658	4459
3501.088421	-7.850855	4460
3502.123727	-6.625038	4461
3503.173079	-6.614952	4462
3504.226194	-6.420369	4463
3505.238472	-6.665915	4464
3506.324401	-7.520116	4465
3507.341616	-5.607675	4466
3508.410122	-6.875407	4467
3509.419036	-6.378934	4468
3510.499712	-5.882028	4469
3511.525737	-6.412666	4470
3512.585385	-5.656625	4471
3513.613527	-6.341767	4472
3514.667306	-5.721613	4473
3515.709351	-6.780872	4474
3516.765864	-4.950250	4475
3517.796821	-6.493650	4476
3518.852721	-5.675220	4477
3519.864712	-6.230598	4478
3520.937833	-5.606869	4479
3521.987730	-5.531065	4480
3523.013912	-5.001386	4481
3524.074070	-5.345083	4482
3525.094038	-5.208181	4483
3526.146363	-4.209346	4484
3527.177769	-5.147716	4485
3528.232662	-4.170305	4486
3529.265616	-4.975439	4487
3530.337457	-5.325044	4488
3531.360696	-4.291130	4489
3532.428006	-4.714261	4490
3533.454161	-4.052587	4491
3534.517061	-3.883582	4492
3535.531839	-3.209393	4493
3536.596333	-3.359582	4494
3537.615529	-3.539243	4495
3538.682230	-3.403668	4496
3539.704876	-4.043796	4497
3540.781099	-2.629712	4498
3541.817358	-2.875226	4499
3542.861969	-4.245368	4500
