crossing time (s)	slope (V/s)	crossing number
1038.092447	116.470494	122
1039.153093	116.438781	123
1040.173641	103.455705	124
1041.233175	100.796098	125
1042.262442	98.528710	126
1043.306700	83.543566	127
1044.350737	85.318284	128
1045.386142	74.912985	129
1046.462635	68.016585	130
1047.481409	66.309532	131
1048.542066	58.050960	132
1049.594787	54.145219	133
1050.630372	51.129016	134
1051.678592	44.893022	135
1052.720507	40.771254	136
1053.768853	37.384382	137
1054.816944	33.813402	138
1055.855558	31.056873	139
1056.912972	26.643812	140
1057.930613	23.779619	141
1059.001921	22.118844	142
1060.029461	19.443052	143
1061.089410	17.645421	144
1062.124492	15.018915	145
1063.166192	13.015038	146
1064.208081	11.203436	147
1065.265553	10.901604	148
1066.300264	9.046546	149
1067.360349	6.992428	150
1068.376295	6.420977	151
1069.449527	5.634946	152
1070.440147	5.557282	153
1071.534319	3.701696	154
1072.533277	3.743714	155
1073.624484	3.488840	156
1074.627689	2.615258	157
1075.673999	2.326956	158
1076.713000	2.057098	159
1077.750287	1.815832	160
NaN	NaN	161
1079.734042	1.126530	162
NaN	NaN	163
1096.322979	129.522745	164
1097.402748	128.462278	165
1098.430483	123.376128	166
1099.468877	113.614977	167
