time (s)	magX	magY	magZ
1610.405443	44.300411	-453.979553	653.057861
1610.408770	44.183521	-451.933929	704.372864
1610.412115	42.897724	-446.732300	756.798340
1610.414998	41.787262	-437.322601	808.113342
1610.418336	40.969028	-422.419037	858.025696
1610.421669	39.098778	-405.586792	905.775635
1610.425007	37.462303	-382.968445	949.726440
1610.428329	35.533607	-357.135620	990.170654
1610.431664	32.786678	-325.808899	1025.588623
1610.434996	30.682644	-291.033905	1055.278809
1610.438330	27.994158	-252.167725	1078.481689
1610.441689	25.188782	-208.742828	1095.372314
1610.444999	22.909412	-163.097031	1105.950928
1610.448335	20.279373	-115.405609	1108.697876
1610.451663	17.590885	-64.558151	1104.197510
1610.454994	14.668617	-13.593807	1091.865601
1610.458330	12.213913	37.662769	1074.215088
1610.461664	9.233200	88.159554	1049.667969
1610.465019	6.895386	137.370544	1020.445435
1610.469181	1.401520	227.142609	948.966675
1610.472508	-1.053185	266.827026	907.762695
1610.475845	-2.923435	302.361786	863.987122
1610.478760	-4.910576	333.863831	819.218018
1610.482085	-7.306839	360.690247	772.870911
1610.485433	-9.527760	383.191711	726.406799
1610.488324	-11.398014	401.075989	680.118042
1610.491666	-12.391582	414.985962	636.225586
1610.494994	-14.554058	424.161896	591.807129
1610.498330	-15.080067	430.357086	549.960266
1610.501658	-16.482761	432.578003	509.399170
1610.505014	-17.417881	431.701355	469.539490
1610.508328	-18.528339	428.136169	432.309784
1610.511660	-19.521915	422.934540	395.839844
1610.514989	-20.106373	414.985962	362.058472
1610.518330	-20.457043	406.160736	331.257751
1610.521659	-21.041492	395.231445	302.561066
1610.524990	-20.983044	384.185272	274.916412
1610.528348	-21.801281	371.268829	250.135590
1610.531660	-21.509060	357.884857	226.582092
1610.534990	-21.333721	344.033325	205.775574
1610.538328	-21.450611	330.181763	186.021057
1610.542532	-20.807713	302.244873	152.765625
1610.545884	-19.989475	287.867310	138.446533
1610.549243	-19.872585	275.009338	124.828743
1610.552105	-18.820576	262.326721	112.964348
1610.555433	-18.528339	250.754517	101.333717
1610.558779	-17.008762	239.533020	91.398018
1610.561660	-16.833431	228.428406	81.345406
1610.564987	-16.190533	217.849792	74.039742
1610.568319	-15.313847	208.030975	66.091164
1610.571675	-14.729389	198.329056	58.610168
1610.574991	-13.385151	189.270020	52.005844
1610.578321	-13.268261	180.853882	45.226181
1610.581650	-12.508472	172.788422	39.849213
1610.584989	-11.924015	164.255402	34.822906
1610.588317	-10.988888	156.014603	29.738159
1610.591649	-10.287548	149.176498	25.997658
1610.594988	-9.878429	142.279953	20.796021
1610.598315	-9.410870	135.675629	16.880180
1610.601653	-8.475742	128.545288	13.782578
1610.604983	-8.534184	123.226768	10.334305
1610.608316	-7.774403	117.148453	7.645821
1610.611649	-7.832844	111.713028	4.665100
1610.615926	-6.663937	101.368202	1.801285
1610.619202	-6.839268	97.101692	0.106369
1610.622486	-5.962593	92.718292	-2.348339
1610.625401	-6.137924	88.276443	-3.049683
1610.628755	-6.079483	84.594391	-4.744598
1610.632068	-5.845703	80.795441	-5.796616
1610.634984	-5.144360	77.054939	-6.381069
1610.638315	-5.027466	73.957336	-8.251320
1610.641648	-5.144360	70.742844	-8.952663
1610.644977	-5.085911	67.002335	-9.069553
1610.648312	-5.319691	64.255402	-9.244888
1610.651666	-4.969021	61.391582	-10.238461
1610.654971	-4.969021	59.170662	-10.589134
1610.658313	-4.618347	56.774399	-10.939804
1610.661687	-5.027466	54.085915	-11.232033
1610.664979	-5.144360	52.858562	-10.939804
1610.668309	-5.085911	49.702515	-11.933380
1610.671641	-4.793686	47.656925	-11.407368
1610.674976	-5.144360	46.371128	-12.108711
1610.678311	-4.676796	44.091759	-11.758041
1610.681640	-4.676796	42.104618	-12.751614
1610.684979	-4.910576	40.468147	-12.284050
1610.689171	-5.027466	36.961426	-12.693165
1610.692506	-4.443012	36.026299	-13.043839
1610.695903	-4.384567	34.506721	-12.459385
1610.698759	-4.092342	33.162476	-12.985394
1610.702112	-4.618347	32.052017	-13.160728
1610.705430	-4.443012	30.766218	-14.329636
1610.708305	-4.092342	30.064873	-13.745182
1610.711648	-4.443012	29.129749	-13.920521
1610.714967	-3.858562	27.785505	-13.394508
1610.718311	-3.975452	26.908825	-12.751614
1610.721639	-4.150784	25.856808	-12.868504
1610.724967	-4.033894	25.272354	-13.219177
1610.728300	-3.624779	24.161894	-12.693165
1610.731635	-3.040325	23.402103	-13.277618
1610.734973	-3.449440	22.350086	-12.751614
1610.738326	-3.332550	21.765633	-11.991821
1610.741634	-3.332550	21.531851	-12.284050
1610.744971	-3.390999	20.362946	-12.634724
1610.748301	-3.507889	19.895382	-12.634724
1610.751632	-3.157215	19.427820	-12.634724
1610.754971	-2.806545	18.726475	-12.693165
1610.758296	-2.981876	17.206896	-13.336067
1610.762524	-2.572762	16.388660	-12.576275
1610.765894	-2.748096	15.979544	-12.985394
1610.769245	-2.631207	15.395090	-12.926945
1610.772050	-2.572762	14.869081	-13.569847
1610.775405	-2.280533	14.927528	-12.868504
1610.778728	-2.923435	14.459965	-13.336067
1610.781663	-2.923435	13.758621	-13.511398
1610.784971	-2.514317	12.998831	-13.452957
1610.788303	-2.806545	12.765051	-12.751614
1610.791632	-2.572762	12.823496	-12.400940
1610.794961	-3.157215	12.063705	-13.219177
1610.798297	-3.157215	11.537699	-12.517830
1610.801633	-3.040325	11.303917	-12.459385
1610.804963	-3.157215	11.420807	-12.108711
1610.808301	-3.274109	11.128580	-11.348927
1610.811626	-2.806545	11.070133	-12.693165
1610.814965	-3.683220	10.544125	-11.991821
1610.818294	-3.157215	9.550552	-13.043839
1610.821628	-2.806545	9.608997	-12.342491
1610.824955	-2.455872	9.492107	-12.751614
1610.828310	-2.923435	9.667446	-12.400940
1610.831635	-2.981876	9.842781	-11.874931
1610.835828	-3.098766	8.966099	-11.699596
1610.839144	-2.338982	8.498539	-11.758041
1610.842508	-3.332550	8.264755	-12.284050
1610.845392	-3.274109	8.556984	-11.874931
1610.848727	-2.864986	8.089420	-12.050270
1610.852048	-2.864986	7.446522	-11.115143
1610.854977	-2.455872	7.972530	-11.290478
1610.858287	-2.748096	7.388077	-11.290478
1610.861622	-2.455872	7.504967	-11.991821
1610.864958	-2.514317	7.446522	-11.758041
1610.868289	-2.572762	6.745178	-11.056694
1610.871625	-2.163643	6.920513	-11.407368
1610.874960	-1.988308	6.862068	-11.582706
1610.878290	-2.572762	7.271187	-12.108711
1610.881620	-2.514317	6.803623	-11.816486
1610.884995	-2.514317	6.336060	-12.108711
1610.888287	-2.338982	6.043835	-11.874931
1610.891619	-2.514317	6.336060	-11.874931
1610.894951	-2.163643	6.102280	-11.582706
1610.898310	-1.988308	6.277615	-11.933380
1610.901617	-2.222092	6.336060	-11.348927
1610.904951	-1.403858	6.277615	-11.874931
1610.909165	-2.046753	6.686733	-11.699596
1610.912486	-2.514317	6.043835	-11.232033
1610.915875	-2.163643	6.102280	-11.699596
1610.918731	-1.988308	5.400936	-11.758041
1610.922072	-1.988308	5.868496	-10.939804
1610.925384	-2.046753	5.751606	-10.822914
1610.928322	-1.929863	5.459381	-10.939804
1610.931618	-1.871418	6.102280	-11.115143
1610.934948	-1.520748	5.459381	-10.589134
1610.938284	-1.929863	5.576271	-10.939804
1610.941653	-1.637638	5.517826	-11.465816
1610.944951	-1.929863	5.167152	-11.699596
1610.948282	-1.812969	5.050262	-11.056694
