time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3118.890484	272.641663	2.639942	-0.014260	103
3120.982425	270.843689	2.547027	-0.038454	105
3123.072980	270.594666	2.558588	-0.021128	107
3125.156723	272.961029	2.479718	-0.035468	109
3127.251088	270.706757	2.426905	-0.039348	111
3129.341705	270.533325	2.409116	-0.033511	113
3131.427177	271.325989	2.370666	-0.037295	115
3133.513575	271.287506	2.325522	-0.040546	117
3135.601569	270.896027	2.282555	-0.042059	119
3137.690324	270.496552	2.234322	-0.042951	121
3139.780584	270.723328	2.186930	-0.042828	123
3141.872466	272.094635	2.141344	-0.043029	125
3143.963136	272.686707	2.114425	-0.046081	127
3146.046909	270.752960	2.093993	-0.051857	129
3148.131207	268.769684	2.024751	-0.044473	131
3150.226918	272.619720	1.971436	-0.043182	133
3152.311965	270.982819	1.976565	-0.057845	135
3154.396174	268.771545	1.892713	-0.042198	137
3156.492458	273.057556	1.868766	-0.051551	139
3158.571756	268.765900	1.851962	-0.056367	141
3160.663824	270.727081	1.764871	-0.042132	143
3162.754288	272.042358	1.770537	-0.059408	145
3164.833622	268.026123	1.718174	-0.052380	147
3166.928567	271.155701	1.650935	-0.047988	149
3169.018384	271.811401	1.643072	-0.058004	151
3171.098239	268.970123	1.607545	-0.057108	153
3173.183862	268.289948	1.548286	-0.053304	155
3175.276574	270.064331	1.507405	-0.054301	157
3177.368735	270.839111	1.478204	-0.056858	159
3179.457558	269.410492	1.445468	-0.100000	161
3181.544651	270.282837	1.413542	-0.057906	163
3183.632467	269.928345	1.380521	-0.058575	165
3185.718784	269.745239	1.347055	-0.058430	167
3187.802462	269.563568	1.315771	-0.057783	169
3189.883292	269.771271	1.281069	-0.057721	171
3191.968427	270.165771	1.232373	-0.100000	173
3194.063856	269.291901	1.194040	-0.063261	175
3196.156987	268.280121	1.180594	-0.058549	177
3198.234717	269.516968	1.159266	-0.055210	179
3200.316079	270.347687	1.107047	-0.061325	181
3202.416068	268.463318	1.069562	-0.064165	183
3204.505356	268.239716	1.065006	-0.056000	185
3206.579281	269.903137	1.027618	-0.057530	187
3208.669127	89.611794	-0.973320	0.100000	189
3210.769493	275.892456	0.870936	-0.100000	191
3212.855933	267.928772	0.939384	-0.100000	193
3214.931181	89.031921	-0.908389	0.058132	195
3217.013009	92.891342	-0.870564	0.100000	197
3219.103075	90.161873	-0.766716	0.100000	199
3221.196528	89.337128	-0.803883	0.100000	201
3223.287675	88.616982	-0.791205	0.058858	203
3225.378492	88.651871	-0.768636	0.058073	205
3227.465425	88.576324	-0.744236	0.057640	207
3229.549011	88.114342	-0.721247	0.057316	209
3231.630024	90.350113	-0.716416	0.027397	211
