crossing time (s)	slope (V/s)	crossing number
7830.925652	-22.575576	7373
7831.987108	-21.519188	7374
7833.011243	-19.902593	7375
7834.079297	-19.070055	7376
7835.097025	-18.459934	7377
7836.176526	-16.781913	7378
7837.201773	-16.298180	7379
7838.264956	-14.091127	7380
7839.301275	-13.492648	7381
7840.339318	-13.050320	7382
7841.377785	-12.977659	7383
7842.436767	-11.388450	7384
7843.484017	-11.050103	7385
7844.543845	-10.765016	7386
7845.581112	-9.823654	7387
7846.631264	-9.268080	7388
7847.658557	-7.839855	7389
7848.727489	-8.109684	7390
7849.744776	-7.740897	7391
7850.813510	-7.071072	7392
7851.850395	-6.822962	7393
7852.922520	-5.805401	7394
7853.952914	-5.739302	7395
7855.013751	-4.993356	7396
7856.046810	-5.340045	7397
7857.104162	-4.499515	7398
7858.126975	-4.522808	7399
7859.206637	-4.084965	7400
7860.219640	-4.359624	7401
7861.305992	-3.474707	7402
7862.304674	-2.681006	7403
7863.396787	-3.148419	7404
7864.419456	-3.682188	7405
7865.488948	-2.030335	7406
7866.521897	-2.730243	7407
7867.571539	-2.869677	7408
7868.614837	-1.468679	7409
7869.679918	-1.858950	7410
7870.709385	-1.842971	7411
7871.775328	-1.459396	7412
7872.797885	-1.411751	7413
7873.879434	-1.451401	7414
7874.896289	-1.158779	7415
7875.988815	-1.379148	7416
7876.995959	-0.973116	7417
7878.092607	-0.927400	7418
7879.096660	-1.199799	7419
7880.400148	0.141451	7420
7881.205831	-1.228539	7421
NaN	NaN	7422
