time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7830.920298	208.710159	1.438884	0.035718	205
7833.013157	208.907608	1.361174	0.036147	207
7835.106654	208.977737	1.288800	0.035787	209
7837.199879	208.793671	1.215528	0.035122	211
7839.297380	208.240234	1.144271	0.034291	213
7841.394234	207.774323	1.081595	0.034736	215
7843.484860	208.109482	1.022424	0.036521	217
7845.570436	209.011154	0.957897	0.037194	219
7847.660758	209.440140	0.892434	0.035725	221
7849.755249	209.211273	0.830767	0.034972	223
7851.849609	208.868317	0.780181	0.034085	225
7853.942366	208.722687	0.732851	0.033750	227
7856.034810	208.756912	0.685907	0.033054	229
7858.126508	208.748520	0.640308	0.031593	231
7860.218051	208.597656	0.593643	0.030610	233
7862.316880	208.709091	0.549754	0.030141	235
7864.414192	209.068100	0.513314	0.029674	237
7866.521787	209.444901	0.481892	0.028121	239
7868.619889	209.414688	0.452929	0.025911	241
7870.713062	209.381271	0.420070	0.024387	243
7872.803416	209.462509	0.386421	0.023689	245
7874.901465	210.012253	0.348436	0.024446	247
7876.995558	210.733749	0.317889	0.024507	249
7879.104793	235.227097	0.197070	0.100000	251
7881.216287	59.053150	-7.305638	-0.039863	253
